"uid_01","hmdb_id","biochemical","original_index","original","contains_original","contains_derived","n_source_rows","multiple_identifiers","multiple_isomers","biochemical_final"
"HMDB0029389","HMDB0029389","(+)-threo-2-Amino-3,4-dihydroxybutanoic acid",1,TRUE,TRUE,FALSE,1,FALSE,FALSE,"+_threo_2_amino_3_4_dihydroxybutanoic acid"
"HMDB0031806","HMDB0031806","( )-Naled",2,TRUE,TRUE,FALSE,1,FALSE,FALSE,"_naled"
"HMDB0033896","HMDB0033896","Anacardic acid",4,TRUE,TRUE,FALSE,1,FALSE,FALSE,"anacardic acid"
"HMDB0035417","HMDB0035417","(1R,2R)-1,2,7,7-Tetramethylbicyclo[2.2.1]heptan-2-ol",5,TRUE,TRUE,FALSE,1,FALSE,FALSE,"1r_2r_1_2_7_7_tetramethylbicyclo_2_2_1_heptan_2_ol"
"HMDB0041545","HMDB0041545","(1R,2R,4R)-1,8-Epoxy-p-menthane-2,4-diol",6,TRUE,TRUE,FALSE,1,FALSE,FALSE,"1r_2r_4r_1_8_epoxy_p_menthane_2_4_diol"
"HMDB0033574","HMDB0033574","(1R,2R,4R,8R)-p-Menthane-2,8,9-triol",7,TRUE,TRUE,FALSE,1,FALSE,FALSE,"1r_2r_4r_8r_p_menthane_2_8_9_triol"
"HMDB0037942","HMDB0037942","(1xi,3xi)-1,2,3,4-Tetrahydro-1-methyl-beta-carboline-3-carboxylic acid",8,TRUE,TRUE,FALSE,1,FALSE,FALSE,"1xi_3xi_1_2_3_4_tetrahydro_1_methyl_beta_carboline_3_carboxylic acid"
"HMDB0030996","HMDB0030996","(2'E,4'Z,7'Z,8E)-Colnelenic acid",9,TRUE,TRUE,FALSE,1,FALSE,FALSE,"2'e_4'z_7'z_8e_colnelenic acid"
"HMDB0039590","HMDB0039590","(2E,4E)-2,4-Dodecadienal",10,TRUE,TRUE,FALSE,1,FALSE,FALSE,"2e_4e_2_4_dodecadienal"
"HMDB0039463","HMDB0039463","(3alpha,5alpha,22R,23R)-Cholestane-3,22,23-triol",11,TRUE,TRUE,FALSE,1,FALSE,FALSE,"3alpha_5alpha_22r_23r_cholestane_3_22_23_triol"
"HMDB0012114","HMDB0012114","(3S)-3,6-Diaminohexanoate",12,TRUE,TRUE,FALSE,1,FALSE,FALSE,"3s_3_6_diaminohexanoate"
"HMDB0041629","HMDB0041629","(3S,6E)-Nerolidol",13,TRUE,TRUE,FALSE,1,FALSE,FALSE,"3s_6e_nerolidol"
"HMDB0039052","HMDB0039052","(4S,8R)-8,9-Dihydroxy-p-menth-1(6)-en-2-one",14,TRUE,TRUE,FALSE,1,FALSE,FALSE,"4s_8r_8_9_dihydroxy_p_menth_1_6_en_2_one"
"HMDB0059632","HMDB0059632","(9S,10S)-10-hydroxy-9-(phosphonooxy)octadecanoate",15,TRUE,TRUE,FALSE,1,FALSE,FALSE,"9s_10s_10_hydroxy_9_phosphonooxy_octadecanoate"
"HMDB0059633","HMDB0059633","(9S,10S)-9,10-dihydroxyoctadecanoate",16,TRUE,TRUE,FALSE,1,FALSE,FALSE,"9s_10s_9_10_dihydroxyoctadecanoate"
"HMDB0033505","HMDB0033505","(9Z,11R,12S,13S,15Z)-12,13-Epoxy-11-hydroxy-9,15-octadecadienoic acid",17,TRUE,TRUE,FALSE,1,FALSE,FALSE,"9z_11r_12s_13s_15z_12_13_epoxy_11_hydroxy_9_15_octadecadienoic acid"
"HMDB0031725","HMDB0031725","(E)-3-(2-Hydroxyphenyl)-2-propenal",18,TRUE,TRUE,FALSE,1,FALSE,FALSE,"e_3_2_hydroxyphenyl_2_propenal"
"HMDB0031180","HMDB0031180","(E,E)-2,4-Hexadienedial",20,TRUE,TRUE,FALSE,1,FALSE,FALSE,"e_e_2_4_hexadienedial"
"HMDB0031057","HMDB0031057","(R)-2-Hydroxyhexadecanoic acid",21,TRUE,TRUE,FALSE,1,FALSE,FALSE,"r_2_hydroxyhexadecanoic acid"
"HMDB0001934","HMDB0001934","L(-)-Nicotine",22,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_nicotine"
"HMDB0012140","HMDB0012140","(R) 2,3-Dihydroxy-3-methylvalerate",23,TRUE,TRUE,FALSE,1,FALSE,FALSE,"r_2_3_dihydroxy_3_methylvalerate"
"HMDB0001954","HMDB0001954","3-Hydroxyoctanoic acid",25,TRUE,TRUE,FALSE,1,FALSE,FALSE,"3_hydroxyoctanoic acid"
"HMDB0038920","HMDB0038920","(S)-3-Mercaptohexyl acetate",26,TRUE,TRUE,FALSE,1,FALSE,FALSE,"s_3_mercaptohexyl acetate"
"HMDB0060176","HMDB0060176","(S)-3-Sulfonatolactate",27,TRUE,TRUE,FALSE,1,FALSE,FALSE,"s_3_sulfonatolactate"
"HMDB0033433","HMDB0033433","(S)-Homostachydrine",28,TRUE,TRUE,FALSE,1,FALSE,FALSE,"s_homostachydrine"
"HMDB0029432","HMDB0029432","(S)C(S)S-S-Methylcysteine sulfoxide",29,TRUE,TRUE,FALSE,1,FALSE,FALSE,"s_c_s_s_s_methylcysteine sulfoxide"
"HMDB0041480","HMDB0041480","(Z)-13-Octadecenoic acid",30,TRUE,TRUE,FALSE,1,FALSE,FALSE,"z_13_octadecenoic acid"
"HMDB0041422","HMDB0041422","(Z)-14-Methyl-6-pentadecenoic acid",31,TRUE,TRUE,FALSE,1,FALSE,FALSE,"z_14_methyl_6_pentadecenoic acid"
"HMDB0031063","HMDB0031063","(Z)-3-Methyl-4-decenoic acid",32,TRUE,TRUE,FALSE,1,FALSE,FALSE,"z_3_methyl_4_decenoic acid"
"HMDB0038996","HMDB0038996","(Z)-6-Tetradecene-1,3-diyne-5,8-diol",33,TRUE,TRUE,FALSE,1,FALSE,FALSE,"z_6_tetradecene_1_3_diyne_5_8_diol"
"HMDB0031046","HMDB0031046","(Z)-9-Heptadecenoic acid",34,TRUE,TRUE,FALSE,1,FALSE,FALSE,"z_9_heptadecenoic acid"
"HMDB0032124","HMDB0032124","(Z)-Methyl 3-(methylsulfinyl)-1-propenyl disulfide",35,TRUE,TRUE,FALSE,1,FALSE,FALSE,"z_methyl 3_methylsulfinyl_1_propenyl disulfide"
"HMDB0001388","HMDB0001388","Alpha-Linolenic acid",36,TRUE,TRUE,FALSE,1,FALSE,FALSE,"alpha_linolenic acid"
"HMDB0001893","HMDB0001893","Alpha-Tocopherol",37,TRUE,TRUE,FALSE,1,FALSE,FALSE,"alpha_tocopherol"
"HMDB0006335","HMDB0006335","Beta-tocopherol",38,TRUE,TRUE,FALSE,1,FALSE,FALSE,"beta_tocopherol"
"HMDB0001492","HMDB0001492","Gamma-Tocopherol",39,TRUE,TRUE,FALSE,1,FALSE,FALSE,"gamma_tocopherol"
"HMDB0000224","HMDB0000224","O-Phosphoethanolamine",40,TRUE,TRUE,FALSE,1,FALSE,FALSE,"o_phosphoethanolamine"
"HMDB0002259","HMDB0002259","Heptadecanoic acid",41,TRUE,TRUE,FALSE,1,FALSE,FALSE,"heptadecanoic acid"
"HMDB0000190","HMDB0000190","L-Lactic acid",42,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_lactic acid"
"HMDB0001266","HMDB0001266","L-Sorbose",43,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_sorbose"
"HMDB0000254","HMDB0000254","Succinic acid",44,TRUE,TRUE,FALSE,1,FALSE,FALSE,"succinic acid"
"HMDB0000289","HMDB0000289","Uric acid",45,TRUE,TRUE,FALSE,1,FALSE,FALSE,"uric acid"
"HMDB0000289","HMDB0000289","Uric acid",46,TRUE,TRUE,FALSE,1,FALSE,FALSE,"uric acid"
"HMDB0000292","HMDB0000292","Xanthine",47,TRUE,TRUE,FALSE,1,FALSE,FALSE,"xanthine"
"HMDB0000565","HMDB0000565","Galactonic acid",48,TRUE,TRUE,FALSE,1,FALSE,FALSE,"galactonic acid"
"HMDB0000162","HMDB0000162","L-Proline",49,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_proline"
"HMDB0004136","HMDB0004136","D-Threitol",50,TRUE,TRUE,FALSE,1,FALSE,FALSE,"d_threitol"
"HMDB0001645","HMDB0001645","L-Norleucine",51,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_norleucine"
"HMDB0002712","HMDB0002712","1,5-Anhydrosorbitol",52,TRUE,TRUE,FALSE,1,FALSE,FALSE,"1_5_anhydrosorbitol"
"HMDB0000168","HMDB0000168","L-Asparagine",53,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_asparagine"
"HMDB0000056","HMDB0000056","beta-Alanine",54,TRUE,TRUE,FALSE,1,FALSE,FALSE,"beta_alanine"
"HMDB0000122","HMDB0000122","D-Glucose",55,TRUE,TRUE,FALSE,1,FALSE,FALSE,"d_glucose"
"HMDB0000094","HMDB0000094","Citric acid",56,TRUE,TRUE,FALSE,1,FALSE,FALSE,"citric acid"
"HMDB0000148","HMDB0000148","L-Glutamic acid",57,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_glutamic acid"
"HMDB0000148","HMDB0000148","L-Glutamic acid",58,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_glutamic acid"
"HMDB0000638","HMDB0000638","Dodecanoic acid",59,TRUE,TRUE,FALSE,1,FALSE,FALSE,"dodecanoic acid"
"HMDB0003229","HMDB0003229","Palmitoleic acid",60,TRUE,TRUE,FALSE,1,FALSE,FALSE,"palmitoleic acid"
"HMDB0000207","HMDB0000207","Oleic acid",61,TRUE,TRUE,FALSE,1,FALSE,FALSE,"oleic acid"
"HMDB0000202","HMDB0000202","Methylmalonic acid",62,TRUE,TRUE,FALSE,1,FALSE,FALSE,"methylmalonic acid"
"HMDB0000673","HMDB0000673","Linoleic acid",63,TRUE,TRUE,FALSE,1,FALSE,FALSE,"linoleic acid"
"HMDB0005060","HMDB0005060","Eicosadienoic acid",64,TRUE,TRUE,FALSE,1,FALSE,FALSE,"eicosadienoic acid"
"HMDB0011537","HMDB0011537","MG(0:0/18:1(9Z)/0:0)",65,TRUE,TRUE,FALSE,1,FALSE,FALSE,"mg_0_0_18_1_9z_0_0"
"HMDB0000943","HMDB0000943","Threonic acid",66,TRUE,TRUE,FALSE,1,FALSE,FALSE,"threonic acid"
"HMDB0000247","HMDB0000247","Sorbitol",67,TRUE,TRUE,FALSE,1,FALSE,FALSE,"sorbitol"
"HMDB0000725","HMDB0000725","4-Hydroxyproline",68,TRUE,TRUE,FALSE,1,FALSE,FALSE,"4_hydroxyproline"
"HMDB0000562","HMDB0000562","Creatinine",69,TRUE,TRUE,FALSE,1,FALSE,FALSE,"creatinine"
"HMDB0000187","HMDB0000187","L-Serine",70,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_serine"
"HMDB0000191","HMDB0000191","L-Aspartic acid",71,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_aspartic acid"
"HMDB0000191","HMDB0000191","L-Aspartic acid",72,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_aspartic acid"
"HMDB0000182","HMDB0000182","L-Lysine",73,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_lysine"
"HMDB0000258","HMDB0000258","Sucrose",74,TRUE,TRUE,FALSE,1,FALSE,FALSE,"sucrose"
"HMDB0000195","HMDB0000195","Inosine",75,TRUE,TRUE,FALSE,1,FALSE,FALSE,"inosine"
"HMDB0000296","HMDB0000296","Uridine",76,TRUE,TRUE,FALSE,1,FALSE,FALSE,"uridine"
"HMDB0000158","HMDB0000158","L-Tyrosine",77,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_tyrosine"
"HMDB0000158","HMDB0000158","L-Tyrosine",78,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_tyrosine"
"HMDB0000158","HMDB0000158","L-Tyrosine",79,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_tyrosine"
"HMDB0000687","HMDB0000687","L-Leucine",80,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_leucine"
"HMDB0000696","HMDB0000696","L-Methionine",81,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_methionine"
"HMDB0000696","HMDB0000696","L-Methionine",82,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_methionine"
"HMDB0000162","HMDB0000162","L-Proline",83,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_proline"
"HMDB0000163","HMDB0000163","D-Maltose",84,TRUE,TRUE,FALSE,1,FALSE,FALSE,"d_maltose"
"HMDB0000214","HMDB0000214","Ornithine",85,TRUE,TRUE,FALSE,1,FALSE,FALSE,"ornithine"
"HMDB0000177","HMDB0000177","L-Histidine",86,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_histidine"
"HMDB0000177","HMDB0000177","L-Histidine",87,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_histidine"
"HMDB0000883","HMDB0000883","L-Valine",88,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_valine"
"HMDB0000167","HMDB0000167","L-Threonine",89,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_threonine"
"HMDB0000167","HMDB0000167","L-Threonine",90,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_threonine"
"HMDB0000929","HMDB0000929","L-Tryptophan",91,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_tryptophan"
"HMDB0000573","HMDB0000573","Elaidic acid",92,TRUE,TRUE,FALSE,1,FALSE,FALSE,"elaidic acid"
"HMDB0003911","HMDB0003911","3-Aminoisobutanoic acid",93,TRUE,TRUE,FALSE,1,FALSE,FALSE,"3_aminoisobutanoic acid"
"HMDB0003072","HMDB0003072","Quinic acid",94,TRUE,TRUE,FALSE,1,FALSE,FALSE,"quinic acid"
"HMDB0013716","HMDB0013716","Norvaline",95,TRUE,TRUE,FALSE,1,FALSE,FALSE,"norvaline"
"HMDB0003402","HMDB0003402","Pectin",96,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pectin"
"HMDB0000646","HMDB0000646","L-Arabinose",97,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_arabinose"
"HMDB0000695","HMDB0000695","Ketoleucine",98,TRUE,TRUE,FALSE,1,FALSE,FALSE,"ketoleucine"
"HMDB0000641","HMDB0000641","L-Glutamine",99,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_glutamine"
"HMDB0000641","HMDB0000641","L-Glutamine",100,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_glutamine"
"HMDB0000641","HMDB0000641","L-Glutamine",101,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_glutamine"
"HMDB0000267","HMDB0000267","Pyroglutamic acid",102,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pyroglutamic acid"
"HMDB0000123","HMDB0000123","Glycine",103,TRUE,TRUE,FALSE,1,FALSE,FALSE,"glycine"
"HMDB0000126","HMDB0000126","Glycerol 3-phosphate",104,TRUE,TRUE,FALSE,1,FALSE,FALSE,"glycerol 3_phosphate"
"HMDB0000115","HMDB0000115","Glycolic acid",105,TRUE,TRUE,FALSE,1,FALSE,FALSE,"glycolic acid"
"HMDB0000157","HMDB0000157","Hypoxanthine",106,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hypoxanthine"
"HMDB0000172","HMDB0000172","L-Isoleucine",107,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_isoleucine"
"HMDB0000172","HMDB0000172","L-Isoleucine",108,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_isoleucine"
"HMDB0000721","HMDB0000721","Glycylproline",109,TRUE,TRUE,FALSE,1,FALSE,FALSE,"glycylproline"
"HMDB0002917_HMDB00568","HMDB0002917","D-Xylitol",110,TRUE,TRUE,FALSE,1,FALSE,FALSE,"d_xylitol"
"HMDB0000211","HMDB0000211","myo-Inositol",111,TRUE,TRUE,FALSE,1,FALSE,FALSE,"myo_inositol"
"HMDB0000744","HMDB0000744","Malic acid",112,TRUE,TRUE,FALSE,1,FALSE,FALSE,"malic acid"
"HMDB0000671","HMDB0000671","Indolelactic acid",113,TRUE,TRUE,FALSE,1,FALSE,FALSE,"indolelactic acid"
"HMDB0000904","HMDB0000904","Citrulline",114,TRUE,TRUE,FALSE,1,FALSE,FALSE,"citrulline"
"HMDB0000904","HMDB0000904","Citrulline",115,TRUE,TRUE,FALSE,1,FALSE,FALSE,"citrulline"
"HMDB0000220","HMDB0000220","Palmitic acid",116,TRUE,TRUE,FALSE,1,FALSE,FALSE,"palmitic acid"
"HMDB0000283","HMDB0000283","D-Ribose",117,TRUE,TRUE,FALSE,1,FALSE,FALSE,"d_ribose"
"HMDB0000159","HMDB0000159","L-Phenylalanine",118,TRUE,TRUE,FALSE,1,FALSE,FALSE,"l_phenylalanine"
"CHEM100001281","","HWESASLLR ([H]HWESASLLR[OH])",119,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hwesasllr_h_hwesasllr_oh"
"HMDB0011220","HMDB0011220","PC(P-16:0/20:4(5Z,8Z,11Z,14Z))",121,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pc_p_16_0_20_4_5z_8z_11z_14z"
"HMDB0011352","HMDB0011352","PE(P-16:0/20:4(5Z,8Z,11Z,14Z))",122,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pe_p_16_0_20_4_5z_8z_11z_14z"
"HMDB0011211","HMDB0011211","PC(P-16:0/18:2(9Z,12Z))",123,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pc_p_16_0_18_2_9z_12z"
"HMDB0011343","HMDB0011343","PE(P-16:0/18:2(9Z,12Z))",124,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pe_p_16_0_18_2_9z_12z"
"CHEM100009007","","1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*",125,TRUE,TRUE,FALSE,1,FALSE,FALSE,"1_1_enyl_palmitoyl_2_oleoyl_gpc_p_16_0_18_1"
"HMDB0011342","HMDB0011342","PE(P-16:0/18:1(9Z))",126,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pe_p_16_0_18_1_9z"
"HMDB0011207","HMDB0011207","PC(P-16:0/16:1(9Z))",127,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pc_p_16_0_16_1_9z"
"HMDB0011206","HMDB0011206","PC(P-16:0/16:0)",128,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pc_p_16_0_16_0"
"HMDB0010407","HMDB0010407","LysoPC(P-16:0)",129,TRUE,TRUE,FALSE,1,FALSE,FALSE,"lysopc_p_16_0"
"HMDB0005779","HMDB0005779","PE(O-18:1(1Z)/20:4(5Z,8Z,11Z,14Z))",131,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pe_o_18_1_1z_20_4_5z_8z_11z_14z"
"HMDB0011376","HMDB0011376","PE(P-18:0/18:2(9Z,12Z))",132,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pe_p_18_0_18_2_9z_12z"
"HMDB0011375","HMDB0011375","PE(P-18:0/18:1(9Z))",133,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pe_p_18_0_18_1_9z"
"HMDB0010395","HMDB0010395","LysoPC(20:4(5Z,8Z,11Z,14Z))",136,TRUE,TRUE,FALSE,1,FALSE,FALSE,"lysopc_20_4_5z_8z_11z_14z"
"HMDB0011517","HMDB0011517","LysoPE(20:4(5Z,8Z,11Z,14Z)/0:0)",137,TRUE,TRUE,FALSE,1,FALSE,FALSE,"lysope_20_4_5z_8z_11z_14z_0_0"
"HMDB0061690","HMDB0061690","1-Arachidonoylglycerophosphoinositol",138,TRUE,TRUE,FALSE,1,FALSE,FALSE,"1_arachidonoylglycerophosphoinositol"
"HMDB0011549_HMDB11572","HMDB0011549","MG(0:0/20:4(8Z,11Z,14Z,17Z)/0:0)",139,TRUE,TRUE,FALSE,1,FALSE,FALSE,"mg_0_0_20_4_8z_11z_14z_17z_0_0"
"HMDB0011587","HMDB0011587","MG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0/0:0)",141,TRUE,TRUE,FALSE,1,FALSE,FALSE,"mg_22_6_4z_7z_10z_13z_16z_19z_0_0_0_0"
"CHEM100002394","","1-hydroxy-2-naphthalenecarboxylate",142,TRUE,TRUE,FALSE,1,FALSE,FALSE,"1_hydroxy_2_naphthalenecarboxylate"
"HMDB0010405","HMDB0010405","LysoPC(24:0)",143,TRUE,TRUE,FALSE,1,FALSE,FALSE,"lysopc_24_0"
"HMDB0010388","HMDB0010388","LysoPC(18:3(9Z,12Z,15Z))",144,TRUE,TRUE,FALSE,1,FALSE,FALSE,"lysopc_18_3_9z_12z_15z"
"HMDB0011569","HMDB0011569","MG(18:3(6Z,9Z,12Z)/0:0/0:0)",145,TRUE,TRUE,FALSE,1,FALSE,FALSE,"mg_18_3_6z_9z_12z_0_0_0_0"
"HMDB0008147","HMDB0008147","PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",146,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pc_18_2_9z_12z_20_4_5z_8z_11z_14z"
"HMDB0008141","HMDB0008141","PC(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))",147,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pc_18_2_9z_12z_18_3_9z_12z_15z"
"HMDB0007856","HMDB0007856","LysoPA(18:2(9Z,12Z)/0:0)",148,TRUE,TRUE,FALSE,1,FALSE,FALSE,"lysopa_18_2_9z_12z_0_0"
"HMDB0010386","HMDB0010386","LysoPC(18:2(9Z,12Z))",149,TRUE,TRUE,FALSE,1,FALSE,FALSE,"lysopc_18_2_9z_12z"
"HMDB0011507","HMDB0011507","LysoPE(18:2(9Z,12Z)/0:0)",150,TRUE,TRUE,FALSE,1,FALSE,FALSE,"lysope_18_2_9z_12z_0_0"
"CHEM100009227","","1-linoleoyl-GPG (18:2)*",151,TRUE,TRUE,FALSE,1,FALSE,FALSE,"1_linoleoyl_gpg_18_2"
"CHEM100001429","","1-margaroylglycerol (17:0)",154,TRUE,TRUE,FALSE,1,FALSE,FALSE,"1_margaroylglycerol_17_0"
"HMDB0001522","HMDB0001522","Methylguanidine",155,TRUE,TRUE,FALSE,1,FALSE,FALSE,"methylguanidine"
"HMDB0003282","HMDB0003282","1-Methylguanine",156,TRUE,TRUE,FALSE,1,FALSE,FALSE,"1_methylguanine"
"HMDB0000898","HMDB0000898","1-Methylhistamine",157,TRUE,TRUE,FALSE,1,FALSE,FALSE,"1_methylhistamine"
"HMDB0000001","HMDB0000001","1-Methylhistidine",158,TRUE,TRUE,FALSE,1,FALSE,FALSE,"1_methylhistidine"
"HMDB0002820","HMDB0002820","Methylimidazoleacetic acid",159,TRUE,TRUE,FALSE,1,FALSE,FALSE,"methylimidazoleacetic acid"
"HMDB0000699","HMDB0000699","1-Methylnicotinamide",160,TRUE,TRUE,FALSE,1,FALSE,FALSE,"1_methylnicotinamide"
"HMDB0003099","HMDB0003099","1-Methyluric acid",161,TRUE,TRUE,FALSE,1,FALSE,FALSE,"1_methyluric acid"
"HMDB0010738","HMDB0010738","1-Methylxanthine",162,TRUE,TRUE,FALSE,1,FALSE,FALSE,"1_methylxanthine"
"HMDB0007883","HMDB0007883","PC(14:0/20:4(5Z,8Z,11Z,14Z))",163,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pc_14_0_20_4_5z_8z_11z_14z"
"CHEM100000672","HMDB0007869","PC(14:0/16:0)",164,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pc_14_0_16_0"
"HMDB0011561","HMDB0011561","MG(14:0/0:0/0:0)",165,TRUE,TRUE,FALSE,1,FALSE,FALSE,"mg_14_0_0_0_0_0"
"CHEM100009219","HMDB0009069","PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))",166,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pe_18_1_9z_20_4_5z_8z_11z_14z"
"CHEM100009130","HMDB0008123","PC(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",167,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pc_18_1_9z_22_6_4z_7z_10z_13z_16z_19z"
"COMP53209","","1-oleoyl-2-docosahexaenoyl-GPE (18:1/22:6)*",168,TRUE,TRUE,FALSE,1,FALSE,FALSE,"1_oleoyl_2_docosahexaenoyl_gpe_18_1_22_6"
"HMDB0002815","HMDB0002815","LysoPC(18:1(9Z))",170,TRUE,TRUE,FALSE,1,FALSE,FALSE,"lysopc_18_1_9z"
"HMDB0011506","HMDB0011506","LysoPE(18:1(9Z)/0:0)",171,TRUE,TRUE,FALSE,1,FALSE,FALSE,"lysope_18_1_9z_0_0"
"HMDB0011567","HMDB0011567","MG(18:1(9Z)/0:0/0:0)",174,TRUE,TRUE,FALSE,1,FALSE,FALSE,"mg_18_1_9z_0_0_0_0"
"HMDB0008008","HMDB0008008","PC(16:1(9Z)/18:3(9Z,12Z,15Z))",175,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pc_16_1_9z_18_3_9z_12z_15z"
"CHEM100001511","HMDB0010383","LysoPC(16:1(9Z))",176,TRUE,TRUE,FALSE,1,FALSE,FALSE,"lysopc_16_1_9z"
"CHEM100008952","HMDB0011565","MG(16:1(9Z)/0:0/0:0)",177,TRUE,TRUE,FALSE,1,FALSE,FALSE,"mg_16_1_9z_0_0_0_0"
"HMDB0007982","HMDB0007982","PC(16:0/20:4(5Z,8Z,11Z,14Z))",178,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pc_16_0_20_4_5z_8z_11z_14z"
"HMDB0005323","HMDB0005323","PE(16:0/20:4(5Z,8Z,11Z,14Z))",179,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pe_16_0_20_4_5z_8z_11z_14z"
"HMDB0009789","HMDB0009789","PI(16:0/20:4(5Z,8Z,11Z,14Z))",180,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pi_16_0_20_4_5z_8z_11z_14z"
"CHEM100008985","","1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3)*",181,TRUE,TRUE,FALSE,1,FALSE,FALSE,"1_palmitoyl_2_dihomo_linolenoyl_gpc_16_0_20_3"
"CHEM100008915","HMDB0007991","PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",182,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pc_16_0_22_6_4z_7z_10z_13z_16z_19z"
"CHEM100008991","HMDB0005324","PE(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",183,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pe_16_0_22_6_4z_7z_10z_13z_16z_19z"
"HMDB0007973","HMDB0007973","PC(16:0/18:2(9Z,12Z))",184,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pc_16_0_18_2_9z_12z"
"HMDB0005322","HMDB0005322","PE(16:0/18:2(9Z,12Z))",185,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pe_16_0_18_2_9z_12z"
"HMDB0009784","HMDB0009784","PI(16:0/18:2(9Z,12Z))",186,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pi_16_0_18_2_9z_12z"
"HMDB0007972","HMDB0007972","PC(16:0/18:1(9Z))",187,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pc_16_0_18_1_9z"
"HMDB0005320","HMDB0005320","PE(16:0/18:1(9Z))",188,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pe_16_0_18_1_9z"
"HMDB0009783","HMDB0009783","PI(16:0/18:1(9Z))",189,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pi_16_0_18_1_9z"
"HMDB0007969","HMDB0007969","PC(16:0/16:1(9Z))",190,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pc_16_0_16_1_9z"
"HMDB0007970","HMDB0007970","PC(16:0/18:0)",191,TRUE,TRUE,FALSE,1,FALSE,FALSE,"pc_16_0_18_0"
