"uid_01","hmdb_id","biochemical","original_index","original","contains_original","contains_derived","n_source_rows","multiple_identifiers","multiple_isomers","biochemical_final"
"COMP57839","","X - 24983",9574,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_24983"
"COMP61608","","X - 25044",9575,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_25044"
"COMP39450","","X - 01497 (X - 16869)",9576,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_01497_x_16869"
"COMP62291","","X - 01911",9577,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_01911"
"COMP61871","","3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-Cmpfp)**",9578,TRUE,TRUE,FALSE,1,FALSE,FALSE,"3_carboxy_4_methyl_5_pentyl_2_furanpropionate_3_cmpfp"
"COMP62277","","X - 02269 (X - 11469)",9579,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_02269_x_11469"
"COMP12593","","X - 02973",9580,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_02973"
"COMP12626","","X - 03003",9581,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_03003"
"CHEM100004541","","Acisoga",9582,TRUE,TRUE,FALSE,1,FALSE,FALSE,"acisoga"
"COMP12768","","X - 03088",9583,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_03088"
"COMP12770","","X - 03090",9584,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_03090"
"COMP12771","","X - 03091",9585,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_03091"
"COMP12774","","X - 03094",9586,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_03094"
"COMP12795","","X - 03113",9587,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_03113"
"COMP16062","","X - 04015",9588,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_04015"
"COMP16308","","X - 04147",9589,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_04147"
"COMP16508","","X - 04272",9590,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_04272"
"COMP16634","","X - 04357",9591,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_04357"
"COMP16816","","X - 04494",9592,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_04494"
"COMP16818","","X - 04495",9593,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_04495"
"COMP16821","","X - 04498",9594,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_04498"
"COMP16822","","X - 04499",9595,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_04499"
"COMP16823","","X - 04500",9596,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_04500"
"COMP16834","","X - 04505",9597,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_04505"
"COMP16837","","X - 04507",9598,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_04507"
"COMP16867","","X - 04524",9599,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_04524"
"COMP16959","","X - 04595",9600,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_04595"
"COMP17050","","X - 04618",9601,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_04618"
"COMP17059","","X - 04621",9602,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_04621"
"COMP17325","","X - 04766",9603,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_04766"
"COMP18265","","X - 05415",9604,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_05415"
"COMP18283","","X - 05426",9605,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_05426"
"COMP18929","","X - 05907",9606,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_05907"
"COMP18933","","X - 05909",9607,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_05909"
"CHEM100004111","","4-methylcatechol sulfate",9608,TRUE,TRUE,FALSE,1,FALSE,FALSE,"4_methylcatechol sulfate"
"COMP19362","","X - 06226",9609,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_06226"
"COMP19363","","X - 06227",9610,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_06227"
"COMP19364","","X - 06246",9611,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_06246"
"COMP19368","","X - 06267",9612,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_06267"
"COMP19383","","X - 06286",9613,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_06286"
"COMP19396","","X - 06307",9614,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_06307"
"COMP19414","","X - 06350",9615,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_06350"
"COMP19415","","X - 06351",9616,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_06351"
"COMP32560_46590","","X - 07765",9617,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_07765"
"COMP21013","","X - 07890",9618,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_07890"
"COMP21630","","X - 08402",9619,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_08402"
"COMP22032","","X - 08766",9620,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_08766"
"COMP22320","","X - 08889",9621,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_08889"
"COMP22481","","X - 08988",9622,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_08988"
"COMP22548","","X - 09026",9623,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_09026"
"COMP22602","","X - 09045",9624,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_09045"
"COMP22649","","X - 09108",9625,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_09108"
"COMP24074","","X - 09706",9626,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_09706"
"COMP63042","","2,6-dihydroxybenzoic acid",9627,TRUE,TRUE,FALSE,1,FALSE,FALSE,"2_6_dihydroxybenzoic acid"
"COMP24469","","X - 10266",9628,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_10266"
"COMP25459","","X - 10395",9630,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_10395"
"COMP25599","","X - 10429",9631,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_10429"
"COMP25607","","X - 10437",9632,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_10437"
"COMP32894_47680","","X - 10445",9633,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_10445"
"COMP33014_47581","","X - 10457",9634,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_10457"
"COMP32955_47478","","X - 10458",9635,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_10458"
"COMP27256","","X - 10500",9636,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_10500"
"COMP27273","","X - 10506",9637,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_10506"
"COMP27278","","X - 10510",9638,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_10510"
"COMP33066","","X - 10593",9639,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_10593"
"COMP27888","","X - 10609",9640,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_10609"
"COMP30285","","X - 10747",9641,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_10747"
"COMP30290","","X - 10752",9642,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_10752"
"COMP30291","","X - 10753",9643,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_10753"
"COMP30805","","X - 10810",9644,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_10810"
"COMP31361","","X - 10876",9645,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_10876"
"COMP32510","","X - 11196",9646,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11196"
"COMP32518","","X - 11204",9647,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11204"
"COMP32564","","X - 11247",9648,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11247"
"COMP32578","","X - 11261",9649,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11261"
"COMP32616_46592","","X - 11299",9650,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11299"
"COMP32621","","X - 11304",9651,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11304"
"COMP62071","HMDB0059587","Perfluorooctanoic acid",9652,TRUE,TRUE,FALSE,1,FALSE,FALSE,"perfluorooctanoic acid"
"COMP32625_46390","","X - 11308",9653,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11308"
"COMP32632_46609_49592_49613","","X - 11315",9654,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11315"
"COMP32634","","X - 11317",9655,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11317"
"COMP32644","","X - 11327",9656,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11327"
"COMP61868","HMDB0002331","Imidazoleacetic acid riboside",9657,TRUE,TRUE,FALSE,1,FALSE,FALSE,"imidazoleacetic acid riboside"
"COMP32655","","X - 11338",9658,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11338"
"COMP32659","","X - 11342",9659,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11342"
"COMP32674_47681_47900","","X - 11357",9660,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11357"
"COMP32677_46667","","X - 11360",9661,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11360"
"COMP32689_46594","","X - 11372",9662,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11372"
"COMP32691","","X - 11374",9663,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11374"
"COMP32695_46595","","X - 11378",9664,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11378"
"COMP32698_32745_46347","","X - 11381",9665,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11381"
"COMP32698_32745_46347_SBR1","","X - 11381_2",9666,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11381_2"
"COMP32707","","2-piperidone",9667,TRUE,TRUE,FALSE,1,FALSE,FALSE,"2_piperidone"
"COMP46944_32713","","X - 11396",9668,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11396"
"COMP32717","","X - 11400",9669,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11400"
"COMP32724_32750_46596","","X - 11407",9670,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11407"
"COMP32724_32750_46596_SBR1","","X - 11407_2",9671,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11407_2"
"COMP32729","","X - 11412",9672,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11412"
"COMP61833","","5,6-dihydrouridine",9674,TRUE,TRUE,FALSE,1,FALSE,FALSE,"5_6_dihydrouridine"
"COMP32754","","X - 11437",9675,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11437"
"COMP62919","","X - 11438",9676,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11438"
"COMP62921","","X - 11440",9677,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11440"
"COMP32758_46360","","X - 11441",9678,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11441"
"COMP32759_46443","","X - 11442",9679,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11442"
"COMP32766","","X - 11449",9681,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11449"
"COMP62295","","X - 11452",9682,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11452"
"COMP32778","","X - 11461",9683,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11461"
"COMP32787_46601","","X - 11470",9685,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11470"
"COMP32793","","X - 11476",9686,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11476"
"COMP32795_46602","","X - 11478",9687,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11478"
"COMP32800_47650","","X - 11483",9688,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11483"
"COMP62297","","X - 11485",9689,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11485"
"COMP32808_47651","","X - 11491",9690,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11491"
"COMP32814","","X - 11497",9691,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11497"
"COMP32833","","X - 11516",9692,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11516"
"COMP32838_46670","","X - 11521",9693,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11521"
"COMP32839_46914","","X - 11522",9694,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11522"
"COMP32847_46603","","X - 11530",9696,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11530"
"COMP32849","","X - 11532",9697,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11532"
"COMP32850","","X - 11533",9698,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11533"
"COMP61861","","octadecenedioate (C18:1-DC)*",9700,TRUE,TRUE,FALSE,1,FALSE,FALSE,"octadecenedioate_c18_1_dc"
"COMP61769","","5-dodecenoylcarnitine (C12:1)",9701,TRUE,TRUE,FALSE,1,FALSE,FALSE,"5_dodecenoylcarnitine_c12_1"
"COMP32858","","X - 11541",9702,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11541"
"COMP32859_37731","","1,11-undecanedicarboxylic acid",9703,TRUE,TRUE,FALSE,1,FALSE,FALSE,"1_11_undecanedicarboxylic acid"
"COMP62923","","X - 11549",9704,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11549"
"COMP32867_46605","","X - 11550",9705,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11550"
"COMP32878","","N-acetylcarnosine",9706,TRUE,TRUE,FALSE,1,FALSE,FALSE,"n_acetylcarnosine"
"COMP62805","","2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",9707,TRUE,TRUE,FALSE,1,FALSE,FALSE,"2_3_dihydroxy_5_methylthio_4_pentenoate_dmtpa"
"COMP32895_49690","","X - 11578",9708,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11578"
"COMP32900","","X - 11583",9709,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11583"
"COMP32902","","X - 11585",9710,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11585"
"COMP32910_47653","","X - 11593",9711,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11593"
"COMP32974_47431","","X - 11612",9712,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11612"
"COMP32949_47493","","X - 11632",9713,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11632"
"COMP32957_47497","","X - 11640",9714,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11640"
"COMP32958","","X - 11641",9715,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11641"
"COMP32960","","X - 11643",9716,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11643"
"COMP32996","","X - 11668",9718,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11668"
"COMP33015_47607","","X - 11677",9719,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11677"
"COMP33031","","X - 11687",9720,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11687"
"COMP33040","","X - 11694",9721,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11694"
"COMP33072","","X - 11727",9722,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11727"
"COMP33081","","X - 11736",9723,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11736"
"COMP33132","","X - 11787",9724,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11787"
"COMP33137","","X - 11792",9725,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11792"
"COMP33138","","X - 11793",9726,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11793"
"COMP33140","","X - 11795",9727,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11795"
"COMP33142","","X - 11797",9728,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11797"
"COMP33144","","X - 11799",9729,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11799"
"COMP62917","","X - 11805",9730,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11805"
"COMP33165","","X - 11820",9732,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11820"
"COMP33172","","X - 11827",9733,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11827"
"COMP33177","","X - 11832",9734,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11832"
"COMP33180_47683","","X - 11835",9735,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11835"
"COMP33248_33182","","X - 11837",9736,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11837"
"COMP62567","","3-(methylthio)acetaminophen sulfate*",9737,TRUE,TRUE,FALSE,1,FALSE,FALSE,"3_methylthio_acetaminophen sulfate"
"COMP33188_46466","","X - 11843",9738,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11843"
"COMP33190","","X - 11845",9739,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11845"
"COMP33192_46488","","X - 11847",9740,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11847"
"COMP33194_46607","","X - 11849",9741,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11849"
"COMP33195_46507","","X - 11850",9742,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11850"
"COMP33196","","X - 11851",9743,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11851"
"COMP33197_46521","","X - 11852",9744,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11852"
"COMP33201","","X - 11856",9745,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11856"
"COMP33203_47654","","X - 11858",9746,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11858"
"COMP33206","","X - 11861",9747,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11861"
"COMP33207","","X - 11862",9748,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11862"
"COMP33210","","X - 11865",9749,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11865"
"COMP33220","","X - 11875",9751,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11875"
"COMP33221","","X - 11876",9752,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11876"
"COMP33225_46608","","X - 11880",9753,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11880"
"COMP33231","","X - 11886",9754,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11886"
"COMP33249","","X - 11904",9755,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11904"
"COMP61862","","hexadecenedioate (C16:1-DC)*",9756,TRUE,TRUE,FALSE,1,FALSE,FALSE,"hexadecenedioate_c16_1_dc"
"COMP33259","","X - 11914",9757,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11914"
"COMP33290_46679","","X - 11945",9758,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11945"
"COMP33295","","X - 11949",9759,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11949"
"COMP33300","","X - 11954",9760,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11954"
"COMP33323","","X - 11977",9761,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11977"
"COMP33333","","X - 11987",9763,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_11987"
"COMP33349","","X - 12003",9764,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12003"
"COMP33353_46610","","X - 12007",9765,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12007"
"COMP46611","","X - 12013",9766,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12013"
"COMP33361_47390","","X - 12015",9768,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12015"
"COMP33377_47905","","X - 12026",9770,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12026"
"COMP33378_47510","","X - 12027",9771,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12027"
"COMP33379_47906","","X - 12028",9772,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12028"
"COMP33380","","X - 12029",9773,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12029"
"COMP33389","","X - 12038",9774,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12038"
"HMDB0041708","HMDB0041708","Caffeic acid 4-sulfate",9776,TRUE,TRUE,FALSE,1,FALSE,FALSE,"caffeic acid 4_sulfate"
"COMP33399","","X - 12048",9777,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12048"
"COMP33403","","X - 12051",9778,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12051"
"COMP33408","","X - 12056",9779,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12056"
"COMP63153","","Metabolonic lactone sulfate",9780,TRUE,TRUE,FALSE,1,FALSE,FALSE,"metabolonic lactone sulfate"
"COMP33431","","X - 12071",9781,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12071"
"COMP33502","","X - 12087",9782,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12087"
"COMP33503","","X - 12088",9783,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12088"
"COMP33507","","1-methyl-2-piperidinecarboxylic acid (X - 12092)",9784,TRUE,TRUE,FALSE,1,FALSE,FALSE,"1_methyl_2_piperidinecarboxylic acid_x_12092"
"COMP33508_46684","","X - 12093",9785,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12093"
"COMP33509","","X - 12094",9786,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12094"
"COMP33510","","X - 12095",9787,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12095"
"COMP33511_47686","","X - 12096",9788,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12096"
"COMP33512_47685","","X - 12097",9789,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12097"
"COMP33515_34440_47687","","X - 12100",9790,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12100"
"COMP33516_47642","","X - 12101",9791,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12101"
"COMP33519_46932_52597","","X - 12104",9792,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12104"
"COMP33522_40143","","X - 12107 (X - 17344)",9793,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12107_x_17344"
"COMP33522_40143_SBR1","","X - 12107_2",9794,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12107_2"
"COMP33523_47688","","X - 12108",9795,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12108"
"COMP33525","","X - 12110",9796,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12110"
"COMP33526_47689_52797","","X - 12111",9797,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12111"
"COMP33527_47690","","X - 12112",9798,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12112"
"COMP33528_47691","","X - 12113",9799,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12113"
"COMP33529_47692","","X - 12114",9800,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12114"
"COMP33530_47693","","X - 12115",9801,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12115"
"COMP33531","","X - 12116",9802,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12116"
"COMP33532_47695","","X - 12117",9803,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12117"
"COMP33534_47696","","X - 12119",9804,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12119"
"COMP33537_47698","","X - 12122",9805,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12122"
"COMP61771","","2-furoylcarnitine",9806,TRUE,TRUE,FALSE,1,FALSE,FALSE,"2_furoylcarnitine"
"COMP33539_47700","","X - 12124",9807,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12124"
"COMP33540_47643","","X - 12125",9808,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12125"
"COMP33542_47702","","X - 12127",9810,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12127"
"COMP33547","","X - 12132",9811,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12132"
"COMP33549","","X - 12134",9812,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12134"
"COMP33573","","X - 12156",9814,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12156"
"COMP33580","","X - 12162",9815,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12162"
"COMP33583","","X - 12164",9816,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12164"
"COMP33588","","X - 12168",9818,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12168"
"COMP63057","","X - 12170",9819,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12170"
"COMP33595","","X - 12174",9820,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12174"
"COMP33599","","X - 12178",9821,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12178"
"COMP33600","","X - 12179",9822,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12179"
"COMP33605","","X - 12184",9823,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12184"
"COMP33606","","X - 12185",9824,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12185"
"COMP33608","","X - 12187",9825,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12187"
"COMP33609","","X - 12188",9826,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12188"
"COMP33610","","X - 12189",9827,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12189"
"COMP33612","","X - 12191",9828,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12191"
"COMP33614_35760_46985_47705","","X - 12193 (X - 13865)",9829,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12193_x_13865"
"COMP33616","","X - 12195",9830,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12195"
"COMP33620_47706","","X - 12199",9831,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12199"
"COMP33627_46612","","X - 12206",9832,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12206"
"COMP33633_46358","","X - 12212",9833,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12212"
"COMP33635_47513","","X - 12214",9834,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12214"
"COMP33636","","X - 12215",9835,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12215"
"COMP33637_46613","","X - 12216",9836,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12216"
"COMP33638","","X - 12217",9837,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12217"
"COMP33642_47911","","X - 12221",9838,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12221"
"COMP33646_47707","","X - 12225",9839,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12225"
"COMP63072","","4-ethylcatechol sulfate",9841,TRUE,TRUE,FALSE,1,FALSE,FALSE,"4_ethylcatechol sulfate"
"COMP62296","","X - 12231",9842,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12231"
"COMP33656_47536","","X - 12234",9843,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12234"
"COMP33659","","X - 12237",9845,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12237"
"COMP33666","","X - 12244",9846,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12244"
"COMP33674","","X - 12252",9847,TRUE,TRUE,FALSE,1,FALSE,FALSE,"x_12252"
