"","input_metabolite_name_final","original_index","contains_original","contains_derived","n_source_rows","input_hmdb_id","metabolite_id","input_pubchem","input_metabolite_name","input_chemspider","input_kegg","input_inchikey","input_chebi","multiple_identifiers","multiple_isomers","original","MLR_Harmonized_Name"
"4393","orotic_acid","4929",TRUE,FALSE,1,"HMDB0000226","HMDB00226",NA,"Orotic acid",NA,NA,NA,NA,FALSE,FALSE,NA,"Orotic acid"
"4394","orotidine","5557",TRUE,FALSE,1,"HMDB0000788","HMDB00788","92751","orotidine","83729","C01103",NA,NA,FALSE,FALSE,NA,"Orotidine"
"4395","oxalate","6118",TRUE,FALSE,1,"HMDB0002329","HMDB02329",NA,"oxalate",NA,NA,NA,NA,FALSE,FALSE,NA,"Oxalic acid"
"4396","oxalate_ethanedioate","6120",TRUE,FALSE,NA,"","HMDB02329","","oxalate (ethanedioate)",NA,"","",NA,FALSE,FALSE,TRUE,NA
"4397","oxalate_ethanedioate","6126",TRUE,FALSE,1,"","HMDB02329","971","oxalate (ethanedioate)",NA,NA,NA,NA,FALSE,FALSE,NA,"Oxalic acid"
"4398","oxalate_ethanedioate","6122",TRUE,FALSE,1,"HMDB0002329","HMDB02329","","oxalate (ethanedioate)",NA,NA,NA,NA,FALSE,FALSE,NA,"Oxalic acid"
"4399","oxalate_ethanedioate","6121|6124",TRUE,FALSE,2,"HMDB0002329","HMDB02329","3819775971","oxalate (ethanedioate)",NA,"C00209",NA,NA,FALSE,FALSE,NA,"Oxalic acid"
"4400","oxalate_ethanedioate","6119|6123|6125",TRUE,FALSE,3,"HMDB0002329","HMDB02329","971","oxalate (ethanedioate)","946","C00209",NA,NA,FALSE,FALSE,NA,"Oxalic acid"
"4401","oxalic_acid","6127",TRUE,FALSE,1,"HMDB0002329","HMDB02329",NA,"Oxalic acid",NA,NA,NA,NA,FALSE,FALSE,NA,"Oxalic acid"
"4402","oxaloacetate","4922",TRUE,FALSE,1,"HMDB0000223","HMDB00223","970","oxaloacetate",NA,"C00036",NA,NA,FALSE,FALSE,NA,"Oxaloacetic acid"
"4403","oxaloacetic_acid","4923",TRUE,FALSE,1,NA,"HMDB00223",NA,"Oxaloacetic acid",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4404","oxypurinol","5556",TRUE,FALSE,1,"HMDB0000786","HMDB00786","4644","oxypurinol","4483","D02365",NA,NA,FALSE,FALSE,NA,"Oxypurinol"
"4405","p_acetamidophenylglucuronide","6878",TRUE,FALSE,NA,"","HMDB10316","","p-acetamidophenylglucuronide",NA,"","",NA,FALSE,FALSE,TRUE,NA
"4406","p_acetamidophenylglucuronide","6879",TRUE,FALSE,NA,"","HMDB10316","","P-acetamidophenylglucuronide",NA,"","",NA,FALSE,FALSE,TRUE,NA
"4407","p_acetamidophenylglucuronide","6882",TRUE,FALSE,1,"HMDB0010316","HMDB10316","","p-acetamidophenylglucuronide",NA,NA,NA,NA,FALSE,FALSE,NA,"p-Acetamidophenylglucuronide"
"4408","p_acetamidophenylglucuronide","6880|8115|8116",TRUE,TRUE,3,"HMDB0010316","HMDB10316","4022661","p-acetamidophenylglucuronide",NA,NA,NA,NA,FALSE,FALSE,NA,"p-Acetamidophenylglucuronide"
"4409","p_acetamidophenylglucuronide","6881",TRUE,FALSE,NA,"HMDB0010316","HMDB10316","83944","p-acetamidophenylglucuronide",NA,"","",NA,FALSE,FALSE,TRUE,"p-Acetamidophenylglucuronide"
"4410","p_acetamidophenylglucuronide","8115",FALSE,TRUE,NA,"HMDB0010316","HMDB10316","83944","P-acetamidophenylglucuronide",NA,"","",NA,TRUE,FALSE,FALSE,"p-Acetamidophenylglucuronide"
"4411","p_acetamidophenylglucuronide","8116",FALSE,TRUE,NA,"HMDB0010316","HMDB10316","83944","p-acetamidophenylglucuronide",NA,"","",NA,TRUE,FALSE,FALSE,"p-Acetamidophenylglucuronide"
"4412","p_cresol_glucuronide","7189|7190",TRUE,FALSE,2,"HMDB0011686","HMDB11686","154035","p-cresol glucuronide*","135751",NA,NA,NA,FALSE,FALSE,NA,"P-Cresol glucuronide"
"4413","p_cresol_sulfate","7180",TRUE,FALSE,NA,"","HMDB11635","","p-cresol sulfate",NA,"","",NA,FALSE,FALSE,TRUE,NA
"4414","p_cresol_sulfate","7181",TRUE,FALSE,NA,"","HMDB11635","","P-cresol sulfate",NA,"","",NA,FALSE,FALSE,TRUE,NA
"4415","p_cresol_sulfate","7187",TRUE,FALSE,NA,"","HMDB11635","","p-cresol sulfate",NA,"C01468","",NA,FALSE,FALSE,TRUE,"p-Cresol"
"4416","p_cresol_sulfate","7186",TRUE,FALSE,1,"","HMDB11635","4615423","p-cresol sulfate",NA,NA,NA,NA,FALSE,FALSE,NA,"p-Cresol sulfate"
"4417","p_cresol_sulfate","7182",TRUE,FALSE,1,"HMDB0011635","HMDB11635","","p-cresol sulfate",NA,NA,NA,NA,FALSE,FALSE,NA,"p-Cresol sulfate"
"4418","p_cresol_sulfate","7184|8122|8123",TRUE,TRUE,3,"HMDB0011635","HMDB11635","4615422","p-cresol sulfate",NA,"C01468",NA,NA,FALSE,FALSE,NA,"p-Cresol sulfate"
"4419","p_cresol_sulfate","7179|7183|7185|8122|8123",TRUE,TRUE,5,"HMDB0011635","HMDB11635","4615423","p-cresol sulfate","3806480","C01468",NA,NA,FALSE,FALSE,NA,"p-Cresol sulfate"
"4420","p_hydroxyatorvastatin","2110",TRUE,FALSE,1,NA,"CHEM100005939","9851106","p-hydroxyatorvastatin",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4421","p_hydroxybenzaldehyde","7199",TRUE,FALSE,1,"HMDB0011718","HMDB11718","126","p-hydroxybenzaldehyde",NA,NA,NA,NA,FALSE,FALSE,NA,"4-Hydroxybenzaldehyde"
"4422","palmitamide_16_0","2021",TRUE,FALSE,1,NA,"CHEM100003915","69421","palmitamide (16:0)",NA,NA,NA,NA,FALSE,FALSE,NA,"Palmitamide"
"4423","palmitate_16_0","4913",TRUE,FALSE,1,"HMDB0000220","HMDB00220","985","palmitate (16:0)","960","C00249",NA,NA,FALSE,FALSE,NA,"Palmitic acid"
"4424","palmitate_methyl_ester","2401",TRUE,FALSE,1,NA,"CHEM939","8181","palmitate, methyl ester",NA,"C16995",NA,NA,FALSE,FALSE,NA,"Methyl hexadecanoate"
"4425","palmithoylethanolamide","6043",TRUE,FALSE,1,"HMDB0002100","HMDB02100",NA,"palmithoylethanolamide",NA,NA,NA,NA,FALSE,FALSE,NA,"Palmitoyl-EA"
"4426","palmitic_acid","4914|4915",TRUE,FALSE,2,"HMDB0000220","HMDB00220",NA,"palmitic acid",NA,NA,NA,"15756",FALSE,FALSE,NA,"Palmitic acid"
"4427","palmitoleate_16_1n7","6221",TRUE,FALSE,1,"HMDB0003229","HMDB03229","445638","palmitoleate (16:1n7)","393216","C08362",NA,NA,FALSE,FALSE,NA,"Palmitoleic acid"
"4428","palmitoleic_acid","6222|6224",TRUE,FALSE,2,"HMDB0003229","HMDB03229",NA,"palmitoleic acid",NA,NA,NA,NA,FALSE,FALSE,NA,"Palmitoleic acid"
"4429","palmitoleic_acid_c16_1","6223",TRUE,FALSE,1,NA,"HMDB03229",NA,"Palmitoleic acid (C16:1)",NA,NA,NA,"59265",FALSE,FALSE,NA,NA
"4430","palmitoleoyl_arachidonoyl_glycerol_16_1_20_4_2","2338",TRUE,FALSE,1,NA,"CHEM100015681",NA,"palmitoleoyl-arachidonoyl-glycerol (16:1/20:4) [2]*",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4431","palmitoleoyl_carnitine","7318",TRUE,FALSE,1,NA,"HMDB13207",NA,"Palmitoleoyl carnitine",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4432","palmitoleoyl_linoleoyl_glycerol_16_1_18_2_1","6647",TRUE,FALSE,1,"HMDB0007132","HMDB07132",NA,"palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*",NA,NA,NA,NA,FALSE,FALSE,NA,"DG 16:1(9Z)/18:2(9Z,12Z)/0:0"
"4433","palmitoleoyl_oleoyl_glycerol_16_1_18_1_2","2246",TRUE,FALSE,1,NA,"CHEM100009054",NA,"palmitoleoyl-oleoyl-glycerol (16:1/18:1) [2]*",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4434","palmitoleoyl_sphingomyelin","2051",TRUE,FALSE,1,NA,"CHEM100004329",NA,"palmitoleoyl sphingomyelin*",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4435","palmitoleoylcarnitine_c16_1","7319",TRUE,FALSE,1,NA,"HMDB13207","71464547","palmitoleoylcarnitine (C16:1)*","28639183",NA,NA,NA,FALSE,FALSE,NA,NA
"4436","palmitoloelycholine","2288",TRUE,FALSE,1,NA,"CHEM100009334",NA,"palmitoloelycholine",NA,NA,NA,NA,FALSE,FALSE,NA,"9Z-Hexadecenoylcholine"
"4437","palmitoyl_arachidonoyl_glycerol_16_0_20_4_1","2318",TRUE,FALSE,1,"HMDB0007112","CHEM100010924",NA,"palmitoyl-arachidonoyl-glycerol (16:0/20:4) [1]*",NA,NA,NA,NA,FALSE,FALSE,NA,"DG 16:0/20:4(5Z,8Z,11Z,14Z)/0:0"
"4438","palmitoyl_arachidonoyl_glycerol_16_0_20_4_2","2319",TRUE,FALSE,1,"HMDB0007112","CHEM100010925",NA,"palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*",NA,NA,NA,NA,FALSE,FALSE,NA,"DG 16:0/20:4(5Z,8Z,11Z,14Z)/0:0"
"4439","palmitoyl_arachidonoyl_glycerophosphocholine","2140",TRUE,FALSE,1,NA,"CHEM100006132",NA,"palmitoyl-arachidonoyl-glycerophosphocholine (1)*",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4440","palmitoyl_carnitine","4919",TRUE,FALSE,1,NA,"HMDB00222",NA,"Palmitoyl carnitine",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4441","palmitoyl_dihydrosphingomyelin_d18_0_16_0","2220",TRUE,FALSE,1,NA,"CHEM100008954","9939965","palmitoyl dihydrosphingomyelin (d18:0/16:0)*","8115586",NA,NA,NA,FALSE,FALSE,NA,"SM 18:0;O2/16:0"
"4442","palmitoyl_docosahexaenoyl_glycerol_16_0_22_6_1","6640",TRUE,FALSE,1,"HMDB0007121","HMDB07121",NA,"palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]*",NA,NA,NA,NA,FALSE,FALSE,NA,"DG 16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0"
"4443","palmitoyl_ethanolamide","6044",TRUE,FALSE,1,"HMDB0002100","HMDB02100","4671","palmitoyl ethanolamide","4509","C16512",NA,NA,FALSE,FALSE,NA,"Palmitoyl-EA"
"4444","palmitoyl_linolenoyl_glycerol_16_0_18_3_2","3553",TRUE,FALSE,1,"HMDB0007105","COMP54965",NA,"palmitoyl-linolenoyl-glycerol (16:0/18:3) [2]*",NA,NA,NA,NA,FALSE,FALSE,NA,"DG 16:0/18:3(9Z,12Z,15Z)/0:0*"
"4445","palmitoyl_linolenoyl_glycerol_16_0_18_3_2","3553",TRUE,FALSE,1,"HMDB0007105","COMP54965",NA,"palmitoyl-linolenoyl-glycerol (16:0/18:3) [2]*",NA,NA,NA,NA,FALSE,FALSE,NA,"DG 16:0/18:3/0:0"
"4446","palmitoyl_linolenoyl_glycerol_16_0_18_3_2","3553",TRUE,FALSE,1,"HMDB0007105","COMP54965",NA,"palmitoyl-linolenoyl-glycerol (16:0/18:3) [2]*",NA,NA,NA,NA,FALSE,FALSE,NA,"DG 16:0_18:3"
"4447","palmitoyl_linolenoyl_glycerol_16_0_18_3_2","3553",TRUE,FALSE,1,"HMDB0007105","COMP54965",NA,"palmitoyl-linolenoyl-glycerol (16:0/18:3) [2]*",NA,NA,NA,NA,FALSE,FALSE,NA,"DG 34:3"
"4448","palmitoyl_linoleoyl_glycerol_16_0_18_2_1","6639",TRUE,FALSE,1,"HMDB0005207","HMDB07103","9543695","palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*","7822645",NA,NA,NA,FALSE,FALSE,NA,"DG 16:0/18:2(9Z,12Z)/0:0"
"4449","palmitoyl_linoleoyl_glycerol_16_0_18_2_1","6638",TRUE,FALSE,NA,"HMDB0007103","HMDB07103","9543695","palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*",NA,"","",NA,FALSE,FALSE,TRUE,"DG 16:0/18:2(9Z,12Z)/0:0"
"4450","palmitoyl_linoleoyl_glycerol_16_0_18_2_2","2248",TRUE,FALSE,1,"HMDB0007103","CHEM100009055",NA,"palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*",NA,NA,NA,NA,FALSE,FALSE,NA,"DG 16:0/18:2(9Z,12Z)/0:0"
"4451","palmitoyl_linoleoyl_glycerophosphocholine","2141",TRUE,FALSE,1,NA,"CHEM100006133",NA,"palmitoyl-linoleoyl-glycerophosphocholine (1)*",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4452","palmitoyl_linoleoyl_glycerophosphoinositol","2144",TRUE,FALSE,1,NA,"CHEM100006138",NA,"palmitoyl-linoleoyl-glycerophosphoinositol (1)*",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4453","palmitoyl_oleoyl_glycerol_16_0_18_1_1","2310",TRUE,FALSE,1,"HMDB0007102","CHEM100010916",NA,"palmitoyl-oleoyl-glycerol (16:0/18:1) [1]*",NA,NA,NA,NA,FALSE,FALSE,NA,"DG 16:0/18:1(9Z)/0:0"
"4454","palmitoyl_oleoyl_glycerol_16_0_18_1_2","2311",TRUE,FALSE,1,"HMDB0007102","CHEM100010917",NA,"palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*",NA,NA,NA,NA,FALSE,FALSE,NA,"DG 16:0/18:1(9Z)/0:0"
"4455","palmitoyl_oleoyl_glycerophosphocholine","2146",TRUE,FALSE,1,NA,"CHEM100006142",NA,"palmitoyl-oleoyl-glycerophosphocholine (1)*",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4456","palmitoyl_oleoyl_glycerophosphoglycerol","2149",TRUE,FALSE,1,NA,"CHEM100006159",NA,"palmitoyl-oleoyl-glycerophosphoglycerol (2)*",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4457","palmitoyl_palmitoyl_glycerophosphocholine","2150",TRUE,FALSE,1,NA,"CHEM100006160",NA,"palmitoyl-palmitoyl-glycerophosphocholine (1)*",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4458","palmitoyl_sphingomyelin","6859",TRUE,FALSE,1,"HMDB0061712","HMDB10169","9939941","palmitoyl sphingomyelin",NA,NA,NA,NA,FALSE,FALSE,NA,"SM 18:1;O2/16:0"
"4459","palmitoyl_sphingomyelin_d18_1_16_0","6860",TRUE,FALSE,1,NA,"HMDB10169","9939941","palmitoyl sphingomyelin (d18:1/16:0)","8115562",NA,NA,NA,FALSE,FALSE,NA,"SM 18:1;O2/16:0"
"4460","palmitoyl_sphingosine_phosphoethanolamine_d18_1_16_0","3894",TRUE,FALSE,1,NA,"COMP62984",NA,"palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0)",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4461","palmitoylcarnitine","8044",FALSE,TRUE,NA,"HMDB0000222","HMDB00222","11953816","Palmitoylcarnitine",NA,"","",NA,TRUE,FALSE,FALSE,"CAR 16:0"
"4462","palmitoylcarnitine","8045",FALSE,TRUE,NA,"HMDB0000222","HMDB00222","11953816","palmitoylcarnitine",NA,"","",NA,TRUE,FALSE,FALSE,"CAR 16:0"
"4463","palmitoylcarnitine","4920",TRUE,FALSE,NA,"HMDB0000222","HMDB00222","461","palmitoylcarnitine",NA,"C02990",NA,NA,FALSE,FALSE,TRUE,"CAR 16:0"
"4464","palmitoylcarnitine","8044",FALSE,TRUE,NA,"HMDB0000222","HMDB00222","461","Palmitoylcarnitine",NA,"","",NA,TRUE,FALSE,FALSE,"CAR 16:0"
"4465","palmitoylcarnitine","8045",FALSE,TRUE,NA,"HMDB0000222","HMDB00222","461","palmitoylcarnitine",NA,"","",NA,TRUE,FALSE,FALSE,"CAR 16:0"
"4466","palmitoylcarnitine_c16","4921",TRUE,FALSE,1,"HMDB0000222","HMDB00222","461","palmitoylcarnitine (C16)","448","C02990",NA,NA,FALSE,FALSE,NA,"CAR 16:0"
"4467","palmitoylcholine","2266",TRUE,FALSE,1,NA,"CHEM100009233","151731","palmitoylcholine","133731",NA,NA,NA,FALSE,FALSE,NA,"Palmitoylcholine"
"4468","pantoprazole","6395",TRUE,FALSE,1,"HMDB0005017","HMDB05017","4679","pantoprazole",NA,NA,NA,NA,FALSE,FALSE,NA,"Pantoprazole"
"4469","pantothenate","4897",TRUE,FALSE,1,"HMDB0000210","HMDB00210","6613","pantothenate","6361","C00864",NA,NA,FALSE,FALSE,NA,"Pantothenic acid"
"4470","pantothenate_vitamin_b5","4898",TRUE,FALSE,1,NA,"HMDB00210","6613","pantothenate (Vitamin B5)",NA,NA,NA,NA,FALSE,FALSE,NA,"Pantothenic acid"
"4471","pantothenic_acid","4899",TRUE,FALSE,1,"HMDB0000210","HMDB00210",NA,"Pantothenic acid",NA,NA,NA,NA,FALSE,FALSE,NA,"Pantothenic acid"
"4472","pantothenol","6340",TRUE,FALSE,1,"HMDB0004231","HMDB04231",NA,"pantothenol",NA,NA,NA,NA,FALSE,FALSE,NA,"Pantothenol"
"4473","paraxanthine","6173",FALSE,TRUE,1,"","HMDB02825_HMDB01860","","Paraxanthine",NA,"",NA,NA,FALSE,TRUE,FALSE,NA
"4474","paraxanthine","5922",TRUE,FALSE,1,"HMDB0001860","HMDB01860","4687","paraxanthine","4525","C13747",NA,NA,FALSE,FALSE,NA,"Paraxanthine"
"4475","paroxetine","1975",TRUE,FALSE,1,NA,"CHEM100003442","43815","paroxetine",NA,NA,NA,NA,FALSE,FALSE,NA,"Paroxetine"
"4476","pc","838",TRUE,FALSE,1,NA,"BM00190",NA,"pc",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4477","pc_aa_c24_0","4001",TRUE,FALSE,1,NA,"CSID24822227",NA,"PC aa C24:0",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4478","pc_aa_c26_0","4027",TRUE,FALSE,1,NA,"CSID24822437",NA,"PC aa C26:0",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4479","pc_aa_c28_1","3991",TRUE,FALSE,1,NA,"CSID24822210",NA,"PC aa C28:1",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4480","pc_aa_c30_0","3996",TRUE,FALSE,1,NA,"CSID24822213",NA,"PC aa C30:0",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4481","pc_aa_c32_0","4023",TRUE,FALSE,1,NA,"CSID24822417",NA,"PC aa C32:0",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4482","pc_aa_c32_1","6682",TRUE,FALSE,1,"HMDB0007873","HMDB07873",NA,"PC aa C32:1",NA,NA,NA,NA,FALSE,FALSE,NA,"PC 14:0/18:1(9Z)"
"4483","pc_aa_c32_2","4009",TRUE,FALSE,1,NA,"CSID24822404",NA,"PC aa C32:2",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4484","pc_aa_c32_3","6691",TRUE,FALSE,1,"HMDB0007876","HMDB07876",NA,"PC aa C32:3",NA,NA,NA,NA,FALSE,FALSE,NA,"PC 14:0/18:3(9Z,12Z,15Z)"
"4485","pc_aa_c34_1","4179",TRUE,FALSE,1,NA,"CSID4940699",NA,"PC aa C34:1",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4486","pc_aa_c34_2","4030",TRUE,FALSE,1,NA,"CSID24822448",NA,"PC aa C34:2",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4487","pc_aa_c34_3","4013",TRUE,FALSE,1,NA,"CSID24822407",NA,"PC aa C34:3",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4488","pc_aa_c34_4","4072",TRUE,FALSE,1,NA,"CSID24822573",NA,"PC aa C34:4",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4489","pc_aa_c36_0","4004",TRUE,FALSE,1,NA,"CSID24822327",NA,"PC aa C36:0",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4490","pc_aa_c36_1","4036",TRUE,FALSE,1,NA,"CSID24822459",NA,"PC aa C36:1",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4491","pc_aa_c36_2","4061",TRUE,FALSE,1,NA,"CSID24822532",NA,"PC aa C36:2",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4492","pc_aa_c36_3","4041",TRUE,FALSE,1,NA,"CSID24822466",NA,"PC aa C36:3",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4493","pc_aa_c36_4","4184",TRUE,FALSE,1,NA,"CSID4942851",NA,"PC aa C36:4",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4494","pc_aa_c36_5","4018",TRUE,FALSE,1,NA,"CSID24822409",NA,"PC aa C36:5",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4495","pc_aa_c36_6","4189",TRUE,FALSE,1,NA,"CSID4946694",NA,"PC aa C36:6",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4496","pc_aa_c38_0","4046",TRUE,FALSE,1,NA,"CSID24822473",NA,"PC aa C38:0",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4497","pc_aa_c38_1","4082",TRUE,FALSE,1,NA,"CSID24822627",NA,"PC aa C38:1",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4498","pc_aa_c38_3","4077",TRUE,FALSE,1,NA,"CSID24822578",NA,"PC aa C38:3",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4499","pc_aa_c38_4","4051",TRUE,FALSE,1,NA,"CSID24822488",NA,"PC aa C38:4",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4500","pc_aa_c38_5","6717",TRUE,FALSE,1,"HMDB0007989","HMDB07989",NA,"PC aa C38:5",NA,NA,NA,NA,FALSE,FALSE,NA,"PC 16:0/22:5(4Z,7Z,10Z,13Z,16Z)"
"4501","pc_aa_c38_6","4095",TRUE,FALSE,1,NA,"CSID24822657",NA,"PC aa C38:6",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4502","pc_aa_c40_1","4068",TRUE,FALSE,1,NA,"CSID24822555",NA,"PC aa C40:1",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4503","pc_aa_c40_2","4090",TRUE,FALSE,1,NA,"CSID24822650",NA,"PC aa C40:2",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4504","pc_aa_c40_3","4085",TRUE,FALSE,1,NA,"CSID24822638",NA,"PC aa C40:3",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4505","pc_aa_c40_4","6742",TRUE,FALSE,1,"HMDB0008054","HMDB08054",NA,"PC aa C40:4",NA,NA,NA,NA,FALSE,FALSE,NA,"PC 18:0/22:4(7Z,10Z,13Z,16Z)"
"4506","pc_aa_c40_5","4056",TRUE,FALSE,1,NA,"CSID24822495",NA,"PC aa C40:5",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4507","pc_aa_c40_6","6750",TRUE,FALSE,1,"HMDB0008057","HMDB08057",NA,"PC aa C40:6",NA,NA,NA,NA,FALSE,FALSE,NA,"PC 18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)"
"4508","pc_aa_c42_0","6756",TRUE,FALSE,1,"HMDB0008058","HMDB08058",NA,"PC aa C42:0",NA,NA,NA,NA,FALSE,FALSE,NA,"PC 18:0/24:0"
"4509","pc_aa_c42_1","6765",TRUE,FALSE,1,"HMDB0008124","HMDB08124",NA,"PC aa C42:1",NA,NA,NA,NA,FALSE,FALSE,NA,"PC 18:1(9Z)/24:0"
"4510","pc_aa_c42_2","4100",TRUE,FALSE,1,NA,"CSID24822678",NA,"PC aa C42:2",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4511","pc_aa_c42_4","6785",TRUE,FALSE,1,"HMDB0008573","HMDB08573",NA,"PC aa C42:4",NA,NA,NA,NA,FALSE,FALSE,NA,"PC 20:3_22:1"
"4512","pc_aa_c42_4","6785",TRUE,FALSE,1,"HMDB0008573","HMDB08573",NA,"PC aa C42:4",NA,NA,NA,NA,FALSE,FALSE,NA,"PC 22:1(13Z)/20:3(8Z,11Z,14Z)*"
"4513","pc_aa_c42_4","6785",TRUE,FALSE,1,"HMDB0008573","HMDB08573",NA,"PC aa C42:4",NA,NA,NA,NA,FALSE,FALSE,NA,"PC 22:1/20:3*"
"4514","pc_aa_c42_4","6785",TRUE,FALSE,1,"HMDB0008573","HMDB08573",NA,"PC aa C42:4",NA,NA,NA,NA,FALSE,FALSE,NA,"PC 42:4"
"4515","pc_aa_c42_5","6778",TRUE,FALSE,1,"HMDB0008287","HMDB08287",NA,"PC aa C42:5",NA,NA,NA,NA,FALSE,FALSE,NA,"PC 20:0/22:5(7Z,10Z,13Z,16Z,19Z)"
"4516","pc_aa_c42_6","3982",TRUE,FALSE,1,NA,"CSID24608205",NA,"PC aa C42:6",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4517","pc_ae_c30_0","4105",TRUE,FALSE,1,NA,"CSID24822837",NA,"PC ae C30:0",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4518","pc_ae_c30_1","7368",TRUE,FALSE,1,NA,"HMDB13402",NA,"PC ae C30:1",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4519","pc_ae_c30_2","7381",TRUE,FALSE,1,"HMDB0013410","HMDB13410",NA,"PC ae C30:2",NA,NA,NA,NA,FALSE,FALSE,NA,"PC 16:1/14:1"
"4520","pc_ae_c30_2","7381",TRUE,FALSE,1,"HMDB0013410","HMDB13410",NA,"PC ae C30:2",NA,NA,NA,NA,FALSE,FALSE,NA,"PC 30:2"
"4521","pc_ae_c30_2","7381",TRUE,FALSE,1,"HMDB0013410","HMDB13410",NA,"PC ae C30:2",NA,NA,NA,NA,FALSE,FALSE,NA,"PC O-16:1(9Z)/14:1(9Z)*"
"4522","pc_ae_c30_2","7381",TRUE,FALSE,1,"HMDB0013410","HMDB13410",NA,"PC ae C30:2",NA,NA,NA,NA,FALSE,FALSE,NA,"PC O-30:2"
"4523","pc_ae_c32_1","4110",TRUE,FALSE,1,NA,"CSID24822840",NA,"PC ae C32:1",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4524","pc_ae_c32_2","4147",TRUE,FALSE,1,NA,"CSID24822939",NA,"PC ae C32:2",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4525","pc_ae_c34_0","4216",TRUE,FALSE,1,NA,"CSID8756279",NA,"PC ae C34:0",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4526","pc_ae_c34_1","4125",TRUE,FALSE,1,NA,"CSID24822888",NA,"PC ae C34:1",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4527","pc_ae_c34_2","7024",TRUE,FALSE,1,"HMDB0011151","HMDB11151",NA,"PC ae C34:2",NA,NA,NA,NA,FALSE,FALSE,NA,"PC O-16:0/18:2(9Z,12Z)"
"4528","pc_ae_c34_3","4211",TRUE,FALSE,1,NA,"CSID8708435",NA,"PC ae C34:3",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"4529","pc_ae_c36_0","7371",TRUE,FALSE,1,"HMDB0013406","HMDB13406",NA,"PC ae C36:0",NA,NA,NA,NA,FALSE,FALSE,NA,"PC O-16:0/20:0"
"4530","pc_ae_c36_1","4115",TRUE,FALSE,1,NA,"CSID24822863",NA,"PC ae C36:1",NA,NA,NA,NA,FALSE,FALSE,NA,NA
