"","input_metabolite_name_final","original_index","contains_original","contains_derived","n_source_rows","input_hmdb_id","metabolite_id","input_pubchem","input_metabolite_name","input_chemspider","input_kegg","input_inchikey","input_chebi","multiple_identifiers","multiple_isomers","original","MLR_Harmonized_Name"
"110","1_1_enyl_stearoyl_2_dihomo_linolenoyl_gpe_p_18_0_20_3","7089",TRUE,FALSE,1,NA,"HMDB11384",NA,"1-(1-enyl-stearoyl)-2-dihomo-linolenoyl-GPE (P-18:0/20:3)*","24769269",NA,NA,NA,FALSE,FALSE,NA,NA
"111","1_1_enyl_stearoyl_2_docosahexaenoyl_gpc_p_18_0_22_6","7074",TRUE,FALSE,1,NA,"HMDB11262",NA,"1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPC (P-18:0/22:6)*","24767537",NA,NA,NA,FALSE,FALSE,NA,NA
"112","1_1_enyl_stearoyl_2_docosahexaenoyl_gpe_p_18_0_22_6","2230",TRUE,FALSE,1,NA,"CHEM100009004",NA,"1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPE (P-18:0/22:6)*","24769278",NA,NA,NA,FALSE,FALSE,NA,NA
"113","1_1_enyl_stearoyl_2_docosapentaenoyl_gpe_p_18_0_22_5n3","3569",TRUE,FALSE,1,NA,"COMP57342",NA,"1-(1-enyl-stearoyl)-2-docosapentaenoyl-GPE (P-18:0/22:5n3)*",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"114","1_1_enyl_stearoyl_2_linoleoyl_gpc_p_18_0_18_2","7069",TRUE,FALSE,1,NA,"HMDB11244",NA,"1-(1-enyl-stearoyl)-2-linoleoyl-GPC (P-18:0/18:2)*","24767519",NA,NA,NA,FALSE,FALSE,NA,NA
"115","1_1_enyl_stearoyl_2_linoleoyl_gpe_p_18_0_18_2","7088",TRUE,FALSE,1,"HMDB0011376","HMDB11376",NA,"1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*","24769261",NA,NA,NA,FALSE,FALSE,NA,"PE P-18:0/18:2(9Z,12Z)"
"116","1_1_enyl_stearoyl_2_oleoyl_gpc_p_18_0_18_1","7059",TRUE,FALSE,1,NA,"HMDB11243",NA,"1-(1-enyl-stearoyl)-2-oleoyl-GPC (P-18:0/18:1)","24767518",NA,NA,NA,FALSE,FALSE,NA,NA
"117","1_1_enyl_stearoyl_2_oleoyl_gpe_p_18_0_18_1","7087",TRUE,FALSE,1,"HMDB0011375","HMDB11375",NA,"1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)","24769260",NA,NA,NA,FALSE,FALSE,NA,"PE P-18:0/18:1(9Z)"
"118","1_1_enyl_stearoyl_gpc_p_18_0","7284",TRUE,FALSE,1,NA,"HMDB13122",NA,"1-(1-enyl-stearoyl)-GPC (P-18:0) *",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"119","1_1_enyl_stearoyl_gpe_p_18_0","1922",TRUE,FALSE,1,NA,"CHEM100003001",NA,"1-(1-enyl-stearoyl)-GPE (P-18:0)*",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"120","1_2_3_benzenetriol_sulfate","2187",TRUE,FALSE,1,NA,"CHEM100006373",NA,"1,2,3-benzenetriol sulfate (1)",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"121","1_2_4_trimethylbenzene","7510",TRUE,FALSE,1,"HMDB0013733","HMDB13733","7247","1-2-4-Trimethylbenzene",NA,NA,NA,NA,FALSE,FALSE,NA,"1,2,4-Trimethylbenzene"
"122","1_2_dilinoleoyl_gpc_18_2_18_2","6769",TRUE,FALSE,1,"HMDB0008138","HMDB08138","5288075","1,2-dilinoleoyl-GPC (18:2/18:2)","4450312",NA,NA,NA,FALSE,FALSE,NA,"PC 18:2(9Z,12Z)/18:2(9Z,12Z)"
"123","1_2_dilinoleoyl_gpe_18_2_18_2","6832",TRUE,FALSE,1,"HMDB0009093","HMDB09093","9546812","1,2-dilinoleoyl-GPE (18:2/18:2)*","7825762",NA,NA,NA,FALSE,FALSE,NA,"PE 18:2(9Z,12Z)/18:2(9Z,12Z)"
"124","1_2_dimyristoyl_gpc_14_0_14_0","1659",TRUE,FALSE,1,NA,"CHEM100000647",NA,"1,2-dimyristoyl-GPC (14:0/14:0)",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"125","1_2_dipalmitoleoyl_gpc_16_1_16_1","2226",TRUE,FALSE,1,NA,"CHEM100008997",NA,"1,2-dipalmitoleoyl-GPC (16:1/16:1)*",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"126","1_2_dipalmitoyl_gpc_16_0_16_0","5199",TRUE,FALSE,1,"HMDB0000564","HMDB00564","452110","1,2-dipalmitoyl-GPC (16:0/16:0)","398235",NA,NA,NA,FALSE,FALSE,NA,"PC 16:0/16:0"
"127","1_2_dipalmitoyl_gpe_16_0_16_0","8114",FALSE,TRUE,1,"","HMDB08923","11802774","1,2-dipalmitoyl-GPE (16:0/16:0)*","393103",NA,NA,NA,TRUE,FALSE,NA,NA
"128","1_2_dipalmitoyl_gpe_16_0_16_0","8114",FALSE,TRUE,1,"","HMDB08923","445468","1,2-dipalmitoyl-GPE (16:0/16:0)*","393103",NA,NA,NA,TRUE,FALSE,NA,"PE 16:0/16:0"
"129","1_2_dipalmitoyl_gpe_16_0_16_0","6791",TRUE,FALSE,1,"HMDB0008923","HMDB08923","445468","1,2-dipalmitoyl-GPE (16:0/16:0)*",NA,NA,NA,NA,FALSE,FALSE,NA,"PE 16:0/16:0"
"130","1_2_dipalmitoylglycerol","6621",TRUE,FALSE,1,"HMDB0007098","HMDB07098","99931","1,2-dipalmitoylglycerol",NA,NA,NA,NA,FALSE,FALSE,NA,"DG 16:0/16:0/0:0"
"131","1_2_distearoyl_gpc_18_0_18_0","1660",TRUE,FALSE,1,NA,"CHEM100000660","94190","1,2-distearoyl-GPC (18:0/18:0)",NA,NA,NA,NA,FALSE,FALSE,NA,"PC 18:0/18:0"
"132","1_2_propanediol","5930",TRUE,FALSE,1,"HMDB0001881","HMDB01881","1030","1,2-propanediol",NA,"C00583",NA,NA,FALSE,FALSE,NA,"1,2-Propanediol"
"133","1_3_7_trimethylurate","6055",TRUE,FALSE,1,"HMDB0002123","HMDB02123","79437","1,3,7-trimethylurate","71754","C16361",NA,NA,FALSE,FALSE,NA,"1,3,7-Trimethyluric acid"
"134","1_3_dihydroxyacetone","5932",TRUE,FALSE,1,"HMDB0001882","HMDB01882","670","1,3-dihydroxyacetone",NA,"C00184",NA,NA,FALSE,FALSE,NA,"Dihydroxyacetone"
"135","1_3_dimethylurate","5918",TRUE,FALSE,1,"HMDB0001857","HMDB01857","70346","1,3-dimethylurate","63527",NA,NA,NA,FALSE,FALSE,NA,"1,3-Dimethyluric acid"
"136","1_3_dipalmitoylglycerol","7623",TRUE,FALSE,1,"HMDB0031011","HMDB31011","68149","1,3-dipalmitoylglycerol",NA,NA,NA,NA,FALSE,FALSE,NA,"DG 16:0/0:0/16:0"
"137","1_3_dipalmitoylglycerol","7623",TRUE,FALSE,1,"HMDB0031011","HMDB31011","68149","1,3-dipalmitoylglycerol",NA,NA,NA,NA,FALSE,FALSE,NA,"DG 32:0"
"138","1_5_anhydro_d_sorbitol","6146",TRUE,FALSE,1,"HMDB0002712","HMDB02712",NA,"1.5-anhydro-D-sorbitol",NA,NA,NA,NA,FALSE,FALSE,NA,"1,5-Anhydrosorbitol"
"139","1_5_anhydroglucitol","6147",TRUE,FALSE,1,NA,"HMDB02712",NA,"1,5-Anhydroglucitol",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"140","1_5_anhydroglucitol_1_5_ag","6148",TRUE,FALSE,1,"HMDB0002712","HMDB02712","64960","1,5-anhydroglucitol (1,5-AG)",NA,"C07326",NA,NA,FALSE,FALSE,NA,"1,5-Anhydrosorbitol"
"141","1_5_anhydrosorbitol","6149",TRUE,FALSE,1,NA,"HMDB02712","CID64960","1,5-anhydrosorbitol",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"142","1_6_anhydroglucose","5261",TRUE,FALSE,NA,"","HMDB00640","","1,6-anhydroglucose",NA,"","",NA,FALSE,FALSE,TRUE,NA
"143","1_6_anhydroglucose","5263",TRUE,FALSE,1,"","HMDB00640","2724705","1,6-anhydroglucose",NA,NA,NA,NA,FALSE,FALSE,NA,"Glucosan"
"144","1_6_anhydroglucose","5262|8056",TRUE,TRUE,2,"HMDB0000640","HMDB00640","11412545","1,6-anhydroglucose",NA,NA,NA,NA,FALSE,FALSE,NA,"Glucosan"
"145","1_6_anhydroglucose","5260|8056",TRUE,TRUE,2,"HMDB0000640","HMDB00640","2724705","1,6-anhydroglucose",NA,NA,NA,NA,FALSE,FALSE,NA,"Glucosan"
"146","1_7_dimethylurate","7002",TRUE,FALSE,1,"HMDB0011103","HMDB11103","91611","1,7-dimethylurate","82720","C16356",NA,NA,FALSE,FALSE,NA,"1,7-Dimethyluric acid"
"147","1_7_dimethyluric_acid","7003",TRUE,FALSE,1,"HMDB0011103","HMDB11103",NA,"1.7-dimethyluric acid",NA,NA,NA,NA,FALSE,FALSE,NA,"1,7-Dimethyluric acid"
"148","1_adrenoyl_gpc_22_4","7776",TRUE,FALSE,1,NA,"LPC_22_4",NA,"1-adrenoyl-GPC (22:4)*",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"149","1_arachidonoyl_gpa_20_4","2055",TRUE,FALSE,1,NA,"CHEM100004442",NA,"1-arachidonoyl-GPA (20:4)",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"150","1_arachidonoyl_gpc_20_4","6950",TRUE,FALSE,1,NA,"HMDB10395",NA,"1-arachidonoyl-GPC (20:4)*",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"151","1_arachidonoyl_gpc_20_4n6","6951",TRUE,FALSE,1,"HMDB0010395","HMDB10395",NA,"1-arachidonoyl-GPC (20:4n6)*","21403155","C05208",NA,NA,FALSE,FALSE,NA,"LPC 20:4(5Z,8Z,11Z,14Z)/0:0"
"152","1_arachidonoyl_gpe_20_4","7133",TRUE,FALSE,1,NA,"HMDB11517","42607465","1-arachidonoyl-GPE (20:4)*",NA,NA,NA,NA,FALSE,FALSE,NA,"LPE 20:4(5Z,8Z,11Z,14Z)/0:0"
"153","1_arachidonoyl_gpe_20_4n6","7134",TRUE,FALSE,1,"HMDB0011517","HMDB11517","42607465","1-arachidonoyl-GPE (20:4n6)*","21403171",NA,NA,NA,FALSE,FALSE,NA,"LPE 20:4(5Z,8Z,11Z,14Z)/0:0"
"154","1_arachidonoyl_gpi_20_4","7733",TRUE,FALSE,1,"HMDB0061690","HMDB61690",NA,"1-arachidonoyl-GPI (20:4)*",NA,NA,NA,NA,FALSE,FALSE,NA,"LPI 20:4(5Z,8Z,11Z,14Z)/0:0"
"155","1_arachidonoyl_lpa","2054",TRUE,FALSE,1,NA,"CHEM100004442",NA,"1-arachidonoyl LPA",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"156","1_arachidonoylglycerophosphocholine","6952",TRUE,FALSE,1,"HMDB0010395","HMDB10395",NA,"1-arachidonoylglycerophosphocholine*",NA,"C05208",NA,NA,FALSE,FALSE,NA,"LPC 20:4(5Z,8Z,11Z,14Z)/0:0"
"157","1_arachidonoylglycerophosphocholine_20_4n6","6953",TRUE,FALSE,1,"HMDB0010395","HMDB10395",NA,"1-arachidonoylglycerophosphocholine (20:4n6)*",NA,"C05208",NA,NA,FALSE,FALSE,NA,"LPC 20:4(5Z,8Z,11Z,14Z)/0:0"
"158","1_arachidonoylglycerophosphoethanolamine","7135",TRUE,FALSE,1,"HMDB0011517","HMDB11517","42607465","1-arachidonoylglycerophosphoethanolamine*",NA,NA,NA,NA,FALSE,FALSE,NA,"LPE 20:4(5Z,8Z,11Z,14Z)/0:0"
"159","1_arachidonoylglycerophosphoinositol","7734",TRUE,FALSE,1,"HMDB0061690","HMDB61690",NA,"1-arachidonoylglycerophosphoinositol*",NA,NA,NA,NA,FALSE,FALSE,NA,"LPI 20:4(5Z,8Z,11Z,14Z)/0:0"
"160","1_arachidonoylglyercophosphate","2056",TRUE,FALSE,1,NA,"CHEM100004442",NA,"1-arachidonoylglyercophosphate",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"161","1_arachidonylglycerol","8121",FALSE,TRUE,NA,"HMDB0011549","HMDB11549_HMDB11572","5282281","1-arachidonylglycerol",NA,"","",NA,TRUE,FALSE,FALSE,"MG 0:0/20:4(8Z,11Z,14Z,17Z)/0:0*"
"162","1_arachidonylglycerol","8121",FALSE,TRUE,NA,"HMDB0011549","HMDB11549_HMDB11572","5282281","1-arachidonylglycerol",NA,"","",NA,TRUE,FALSE,FALSE,"MG 20:4"
"163","1_arachidonylglycerol","7155",TRUE,FALSE,NA,"HMDB0011572","HMDB11549_HMDB11572","5282281","1-arachidonylglycerol",NA,"C13857",NA,NA,FALSE,FALSE,TRUE,"MG 20:0/0:0/0:0"
"164","1_arachidonylglycerol","8121",FALSE,TRUE,NA,"HMDB0011572","HMDB11549_HMDB11572","5282281","1-arachidonylglycerol",NA,"","",NA,TRUE,FALSE,FALSE,"MG 20:0/0:0/0:0"
"165","1_arachidonylglycerol_20_4","7159",TRUE,FALSE,1,"","HMDB11549_HMDB11572","5282281","1-arachidonylglycerol (20:4)",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"166","1_arachidonylglycerol_20_4","7156",TRUE,FALSE,NA,"HMDB0011549","HMDB11549_HMDB11572","5282281","1-arachidonylglycerol (20:4)",NA,"","",NA,FALSE,FALSE,TRUE,"MG 0:0/20:4(8Z,11Z,14Z,17Z)/0:0*"
"167","1_arachidonylglycerol_20_4","7156",TRUE,FALSE,NA,"HMDB0011549","HMDB11549_HMDB11572","5282281","1-arachidonylglycerol (20:4)",NA,"","",NA,FALSE,FALSE,TRUE,"MG 20:4"
"168","1_arachidonylglycerol_20_4","7157",TRUE,FALSE,1,"HMDB0011572","HMDB11549_HMDB11572","","1-arachidonylglycerol (20:4)",NA,NA,NA,NA,FALSE,FALSE,NA,"MG 20:0/0:0/0:0"
"169","1_arachidonylglycerol_20_4","7158",TRUE,FALSE,NA,"HMDB0011572","HMDB11549_HMDB11572","5282281","1-arachidonylglycerol (20:4)","4445452","C13857","",NA,FALSE,FALSE,TRUE,"MG 20:0/0:0/0:0"
"170","1_arachidoyl_2_arachidonoyl_gpc_20_0_20_4","3557",TRUE,FALSE,1,NA,"COMP55062",NA,"1-arachidoyl-2-arachidonoyl-GPC (20:0/20:4)*","24766940",NA,NA,NA,FALSE,FALSE,NA,NA
"171","1_arachidoyl_gpc_20_0","6937",TRUE,FALSE,1,"HMDB0010390","HMDB10390","24779473","1-arachidoyl-GPC (20:0)","21403128","C04230",NA,NA,FALSE,FALSE,NA,"LPC 20:0"
"172","1_arachidoyl_gpc_20_0","6937",TRUE,FALSE,1,"HMDB0010390","HMDB10390","24779473","1-arachidoyl-GPC (20:0)","21403128","C04230",NA,NA,FALSE,FALSE,NA,"LPC 20:0/0:0"
"173","1_arachidoylglycerophosphocholine","6938",TRUE,FALSE,1,"HMDB0010390","HMDB10390","24779473","1-arachidoylglycerophosphocholine",NA,NA,NA,NA,FALSE,FALSE,NA,"LPC 20:0"
"174","1_arachidoylglycerophosphocholine","6938",TRUE,FALSE,1,"HMDB0010390","HMDB10390","24779473","1-arachidoylglycerophosphocholine",NA,NA,NA,NA,FALSE,FALSE,NA,"LPC 20:0/0:0"
"175","1_arachidoylglycerophosphocholine_20_0","6939",TRUE,FALSE,1,"HMDB0010390","HMDB10390","24779473","1-arachidoylglycerophosphocholine (20:0)",NA,NA,NA,NA,FALSE,FALSE,NA,"LPC 20:0"
"176","1_arachidoylglycerophosphocholine_20_0","6939",TRUE,FALSE,1,"HMDB0010390","HMDB10390","24779473","1-arachidoylglycerophosphocholine (20:0)",NA,NA,NA,NA,FALSE,FALSE,NA,"LPC 20:0/0:0"
"177","1_behenoyl_gpc_22_0","3031",TRUE,FALSE,1,NA,"COMP39792",NA,"1-behenoyl-GPC (22:0)",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"178","1_carboxyethylisoleucine","3767",TRUE,FALSE,1,NA,"COMP62558",NA,"1-carboxyethylisoleucine",NA,NA,NA,NA,FALSE,FALSE,NA,"Carboxyethylisoleucine"
"179","1_carboxyethylleucine","3769",TRUE,FALSE,1,NA,"COMP62559",NA,"1-carboxyethylleucine",NA,NA,NA,NA,FALSE,FALSE,NA,"Carboxyethylleucine"
"180","1_carboxyethylphenylalanine","3775",TRUE,FALSE,1,NA,"COMP62566",NA,"1-carboxyethylphenylalanine",NA,NA,NA,NA,FALSE,FALSE,NA,"Carboxyethylphenylalanine"
"181","1_carboxyethyltyrosine","3773",TRUE,FALSE,1,NA,"COMP62564",NA,"1-carboxyethyltyrosine",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"182","1_carboxyethylvaline","3771",TRUE,FALSE,1,NA,"COMP62562",NA,"1-carboxyethylvaline",NA,NA,NA,NA,FALSE,FALSE,NA,"Carboxyethylvaline"
"183","1_cerotoyl_gpc_26_0","7601",TRUE,FALSE,1,"HMDB0029205","HMDB29205",NA,"1-cerotoyl-GPC (26:0)*",NA,NA,NA,NA,FALSE,FALSE,NA,"LPC 26:0"
"184","1_cerotoyl_gpc_26_0","7601",TRUE,FALSE,1,"HMDB0029205","HMDB29205",NA,"1-cerotoyl-GPC (26:0)*",NA,NA,NA,NA,FALSE,FALSE,NA,"LPC 26:0/0:0"
"185","1_dihomo_linolenoyl_gpc_20_3n3","6949",FALSE,TRUE,1,"HMDB0010394","HMDB10394",NA,"1-dihomo-linolenoyl-GPC (20:3n3) *","21403156",NA,NA,NA,FALSE,TRUE,NA,"LPC 20:3"
"186","1_dihomo_linolenoyl_gpc_20_3n3","6949",FALSE,TRUE,1,"HMDB0010394","HMDB10394",NA,"1-dihomo-linolenoyl-GPC (20:3n3) *","21403156",NA,NA,NA,FALSE,TRUE,NA,"LPC 20:3(8Z,11Z,14Z)*"
"187","1_dihomo_linolenoyl_gpc_20_3n3","6949",FALSE,TRUE,1,"HMDB0010394","HMDB10394",NA,"1-dihomo-linolenoyl-GPC (20:3n3) *","21403156",NA,NA,NA,FALSE,TRUE,NA,"LPC 20:3(8Z,11Z,14Z)/0:0"
"188","1_dihomo_linolenoyl_gpc_20_3n3","6949",FALSE,TRUE,1,"HMDB0010394","HMDB10394",NA,"1-dihomo-linolenoyl-GPC (20:3n3) *","21403156",NA,NA,NA,FALSE,TRUE,NA,"LPC 20:3/0:0"
"189","1_dihomo_linolenoyl_gpc_20_3n3_or_6","6949",TRUE,FALSE,1,"HMDB0010394","HMDB10394",NA,"1-dihomo-linolenoyl-GPC (20:3n3 or 6)*","21403156",NA,NA,NA,FALSE,TRUE,NA,"LPC 20:3"
"190","1_dihomo_linolenoyl_gpc_20_3n3_or_6","6949",TRUE,FALSE,1,"HMDB0010394","HMDB10394",NA,"1-dihomo-linolenoyl-GPC (20:3n3 or 6)*","21403156",NA,NA,NA,FALSE,TRUE,NA,"LPC 20:3(8Z,11Z,14Z)*"
"191","1_dihomo_linolenoyl_gpc_20_3n3_or_6","6949",TRUE,FALSE,1,"HMDB0010394","HMDB10394",NA,"1-dihomo-linolenoyl-GPC (20:3n3 or 6)*","21403156",NA,NA,NA,FALSE,TRUE,NA,"LPC 20:3(8Z,11Z,14Z)/0:0"
"192","1_dihomo_linolenoyl_gpc_20_3n3_or_6","6949",TRUE,FALSE,1,"HMDB0010394","HMDB10394",NA,"1-dihomo-linolenoyl-GPC (20:3n3 or 6)*","21403156",NA,NA,NA,FALSE,TRUE,NA,"LPC 20:3/0:0"
"193","1_dihomo_linolenoyl_gpc_20_3n6","6949",FALSE,TRUE,1,"HMDB0010394","HMDB10394",NA,"1-dihomo-linolenoyl-GPC (20:3n6) *","21403156",NA,NA,NA,FALSE,TRUE,NA,"LPC 20:3"
"194","1_dihomo_linolenoyl_gpc_20_3n6","6949",FALSE,TRUE,1,"HMDB0010394","HMDB10394",NA,"1-dihomo-linolenoyl-GPC (20:3n6) *","21403156",NA,NA,NA,FALSE,TRUE,NA,"LPC 20:3(8Z,11Z,14Z)*"
"195","1_dihomo_linolenoyl_gpc_20_3n6","6949",FALSE,TRUE,1,"HMDB0010394","HMDB10394",NA,"1-dihomo-linolenoyl-GPC (20:3n6) *","21403156",NA,NA,NA,FALSE,TRUE,NA,"LPC 20:3(8Z,11Z,14Z)/0:0"
"196","1_dihomo_linolenoyl_gpc_20_3n6","6949",FALSE,TRUE,1,"HMDB0010394","HMDB10394",NA,"1-dihomo-linolenoyl-GPC (20:3n6) *","21403156",NA,NA,NA,FALSE,TRUE,NA,"LPC 20:3/0:0"
"197","1_dihomo_linolenoyl_gpe_20_3n3","63",FALSE,TRUE,1,NA,"CHEM100005371",NA,"1-dihomo-linolenoyl-GPE (20:3n3) *",NA,NA,NA,NA,FALSE,TRUE,NA,NA
"198","1_dihomo_linolenoyl_gpe_20_3n3_or_6","63",TRUE,FALSE,1,NA,"CHEM100005371",NA,"1-dihomo-linolenoyl-GPE (20:3n3 or 6)*",NA,NA,NA,NA,FALSE,TRUE,NA,NA
"199","1_dihomo_linolenoyl_gpe_20_3n6","63",FALSE,TRUE,1,NA,"CHEM100005371",NA,"1-dihomo-linolenoyl-GPE (20:3n6) *",NA,NA,NA,NA,FALSE,TRUE,NA,NA
"200","1_dihomo_linolenylglycerol_20_3","2134",TRUE,FALSE,1,NA,"CHEM100006121",NA,"1-dihomo-linolenylglycerol (20:3)",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"201","1_dihomo_linolenylglycerol_alpha_gamma","2135",TRUE,FALSE,1,NA,"CHEM100006121",NA,"1-dihomo-linolenylglycerol (alpha, gamma)",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"202","1_dihomo_linoleoyl_gpc_20_2","1719",TRUE,FALSE,1,"HMDB0010392","CHEM100001553",NA,"1-dihomo-linoleoyl-GPC (20:2)*","21403157",NA,NA,NA,FALSE,FALSE,NA,"LPC 20:2(11Z,14Z)/0:0"
"203","1_dihomo_linoleoylglycerophosphocholine_20_2n6","1720",TRUE,FALSE,1,"HMDB0010392","CHEM100001553",NA,"1-dihomo-linoleoylglycerophosphocholine (20:2n6)*",NA,NA,NA,NA,FALSE,FALSE,NA,"LPC 20:2(11Z,14Z)/0:0"
"204","1_docosahexaenoyl_gpc_22_6","1740",TRUE,FALSE,1,"HMDB0010404","CHEM100001566",NA,"1-docosahexaenoyl-GPC (22:6)*","21403169",NA,NA,NA,FALSE,FALSE,NA,"LPC 22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0"
"205","1_docosahexaenoyl_gpe_22_6","1849",TRUE,FALSE,1,NA,"CHEM100002060",NA,"1-docosahexaenoyl-GPE (22:6)*",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"206","1_docosahexaenoylglycerol","7175",TRUE,FALSE,1,"HMDB0011587","HMDB11587",NA,"1-docosahexaenoylglycerol",NA,NA,NA,NA,FALSE,FALSE,NA,"MG 22:6"
"207","1_docosahexaenoylglycerol","7175",TRUE,FALSE,1,"HMDB0011587","HMDB11587",NA,"1-docosahexaenoylglycerol",NA,NA,NA,NA,FALSE,FALSE,NA,"MG 22:6(4Z,7Z,10Z,13Z,16Z,19Z)*"
"208","1_docosahexaenoylglycerol","7175",TRUE,FALSE,1,"HMDB0011587","HMDB11587",NA,"1-docosahexaenoylglycerol",NA,NA,NA,NA,FALSE,FALSE,NA,"MG 22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0/0:0*"
"209","1_docosahexaenoylglycerol","7175",TRUE,FALSE,1,"HMDB0011587","HMDB11587",NA,"1-docosahexaenoylglycerol",NA,NA,NA,NA,FALSE,FALSE,NA,"MG 22:6/0:0/0:0"
"210","1_docosahexaenoylglycerol_22_6","7176",TRUE,FALSE,1,"HMDB0011587","HMDB11587",NA,"1-docosahexaenoylglycerol (22:6)",NA,NA,NA,NA,FALSE,FALSE,NA,"MG 22:6"
"211","1_docosahexaenoylglycerol_22_6","7176",TRUE,FALSE,1,"HMDB0011587","HMDB11587",NA,"1-docosahexaenoylglycerol (22:6)",NA,NA,NA,NA,FALSE,FALSE,NA,"MG 22:6(4Z,7Z,10Z,13Z,16Z,19Z)*"
"212","1_docosahexaenoylglycerol_22_6","7176",TRUE,FALSE,1,"HMDB0011587","HMDB11587",NA,"1-docosahexaenoylglycerol (22:6)",NA,NA,NA,NA,FALSE,FALSE,NA,"MG 22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0/0:0*"
"213","1_docosahexaenoylglycerol_22_6","7176",TRUE,FALSE,1,"HMDB0011587","HMDB11587",NA,"1-docosahexaenoylglycerol (22:6)",NA,NA,NA,NA,FALSE,FALSE,NA,"MG 22:6/0:0/0:0"
"214","1_docosahexaenoylglycerophosphocholine","1741",TRUE,FALSE,1,"HMDB0010404","CHEM100001566",NA,"1-docosahexaenoylglycerophosphocholine*",NA,NA,NA,NA,FALSE,FALSE,NA,"LPC 22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0"
"215","1_docosahexaenoylglycerophosphocholine_22_6n3","1742",TRUE,FALSE,1,"HMDB0010404","CHEM100001566",NA,"1-docosahexaenoylglycerophosphocholine (22:6n3)*",NA,NA,NA,NA,FALSE,FALSE,NA,"LPC 22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0"
"216","1_docosahexaenoylglycerophosphoethanolamine","1850",TRUE,FALSE,1,NA,"CHEM100002060",NA,"1-docosahexaenoylglycerophosphoethanolamine*",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"217","1_docosapentaenoyl_gpc_22_5n3","1855",TRUE,FALSE,1,NA,"CHEM100002063",NA,"1-docosapentaenoyl-GPC (22:5n3)*",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"218","1_docosapentaenoyl_gpc_22_5n6","2099",TRUE,FALSE,1,NA,"CHEM100005673",NA,"1-docosapentaenoyl-GPC (22:5n6)*",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"219","1_docosapentaenoylglycerophosphocholine","1856",TRUE,FALSE,1,NA,"CHEM100002063",NA,"1-docosapentaenoylglycerophosphocholine*",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"220","1_docosapentaenoylglycerophosphocholine_22_5n3","1857",TRUE,FALSE,1,NA,"CHEM100002063",NA,"1-docosapentaenoylglycerophosphocholine (22:5n3)*",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"221","1_eicosadienoylglycerophosphocholine","1721",TRUE,FALSE,1,"HMDB0010392","CHEM100001553",NA,"1-eicosadienoylglycerophosphocholine*",NA,NA,NA,NA,FALSE,FALSE,NA,"LPC 20:2(11Z,14Z)/0:0"
"222","1_eicosapentaenoyl_gpc_20_5","2075",TRUE,FALSE,1,NA,"CHEM100005351",NA,"1-eicosapentaenoyl-GPC (20:5)*",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"223","1_eicosapentaenoyl_gpe_20_5","7114",TRUE,FALSE,1,NA,"HMDB11489",NA,"1-eicosapentaenoyl-GPE (20:5)*",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"224","1_eicosapentaenoylglycerophosphocholine_20_5n3","2076",TRUE,FALSE,1,NA,"CHEM100005351",NA,"1-eicosapentaenoylglycerophosphocholine (20:5n3)*",NA,NA,NA,NA,FALSE,FALSE,NA,NA
"225","1_eicosapentaenoylglycerophosphoethanolamine","7115",TRUE,FALSE,1,NA,"HMDB11489",NA,"1-eicosapentaenoylglycerophosphoethanolamine*",NA,NA,NA,NA,FALSE,FALSE,NA,NA
