metabolite_id,dataset_id,study_name,platform,merge_variable,input_metabolite_name,input_metabid,input_chemical_id,input_comp_id,input_hmdb_id,input_cas,input_pubchem,input_chemspider,input_kegg,input_inchikey,input_chebi
BP00170,26,Southall and Brent Revisited,Nightingale Health,BIOCHEMICAL_NAME,Free cholesterol to total lipids ratio in small Hdl,mf_s_hdl_fc_v1,,,,,,,,,
BP00170,28,Twins United Kingdom,Nightingale Health,BIOCHEMICAL_NAME,Free cholesterol to total lipids ratio in small HDL ( S-HDL-FC_% ),bp00170,,,,,,,,,
BP00170,51,Caerphilly Prospective Study,Nightingale Health,BIOCHEMICAL_NAME,Free cholesterol to total lipids ratio in small HDL (%),shdlfc_,,,,,,,,,
BP00170,53,MRC National Survey of Health and Development,Nightingale Health,BIOCHEMICAL_NAME,Free cholesterol to total lipids ratio in small HDL (%),S_HDL_FC_,,,,,,,,,
BP00170,55,Whitehall II,Nightingale Health,NEW UID,Free cholesterol to total lipids ratio in small HDL (%) (s5),s_hdl_fc_pc,,,,,,,,,
BP00170,57,UK Pregnancies Better Eating and Activity Trial,Nightingale Health,NEW UID,shdlfc_pct,shdlfc_pct,,,,,,,,,
BP00170,60,FINRISK02,Nightingale Health,NEW UID,S-HDL-FC %,shdlfcpct,,,,,,,,,
BP00170,61,FINRISK07,Nightingale Health,NEW UID,S-HDL-FC %,shdlfcpct,,,,,,,,,
BP00170,62,FINRISK12,Nightingale Health,NEW UID,S-HDL-FC %,shdlfcpct,,,,,,,,,
BP00170,63,FINRISK97,Nightingale Health,NEW UID,S-HDL-FC %,shdlfcpct,,,,,,,,,
BP00171,15,British Women's Heart and Health Study,Nightingale Health,BIOCHEMICAL_NAME,[W1 Finland NMR Metabolomics] Triglycerides to total lipids ratio in small HDL (%),s_hdl_tg__,,,,,,,,,
BP00171,23,Avon Longitudinal Study of Parents and Children,Nightingale Health,BIOCHEMICAL_NAME,Triglycerides to total lipids ratio in small HDL (%),shdltg_p,,,,,,,,,
BP00171,25,Born in Bradford,Nightingale Health,BIOCHEMICAL_NAME,Triglycerides to total lipids ratio in small HDL (%),shdltg_perc,,,,,,,,,
BP00171,26,Southall and Brent Revisited,Nightingale Health,BIOCHEMICAL_NAME,Triglycerides to total lipids ratio in small Hdl,mf_s_hdl_tg_v1,,,,,,,,,
BP00171,28,Twins United Kingdom,Nightingale Health,BIOCHEMICAL_NAME,Triglycerides to total lipids ratio in small HDL ( S-HDL-TG_% ),bp00171,,,,,,,,,
BP00171,51,Caerphilly Prospective Study,Nightingale Health,BIOCHEMICAL_NAME,Triglycerides to total lipids ratio in small HDL (%),shdltg_,,,,,,,,,
BP00171,53,MRC National Survey of Health and Development,Nightingale Health,BIOCHEMICAL_NAME,Triglycerides to total lipids ratio in small HDL (%),S_HDL_TG_,,,,,,,,,
BP00171,55,Whitehall II,Nightingale Health,NEW UID,Triglycerides to total lipids ratio in small HDL (%) (s5),s_hdl_tg_pc,,,,,,,,,
BP00171,57,UK Pregnancies Better Eating and Activity Trial,Nightingale Health,NEW UID,shdltg_pct,shdltg_pct,,,,,,,,,
BP00171,60,FINRISK02,Nightingale Health,NEW UID,S-HDL-TG %,shdltgpct,,,,,,,,,
BP00171,61,FINRISK07,Nightingale Health,NEW UID,S-HDL-TG %,shdltgpct,,,,,,,,,
BP00171,62,FINRISK12,Nightingale Health,NEW UID,S-HDL-TG %,shdltgpct,,,,,,,,,
BP00171,63,FINRISK97,Nightingale Health,NEW UID,S-HDL-TG %,shdltgpct,,,,,,,,,
BP00205,15,British Women's Heart and Health Study,Nightingale Health,BIOCHEMICAL_NAME,[W1 Finland NMR Metabolomics] Ratio of 22:6 docosahexaenoic acid to total fatty acids (%),dha_fa,,,,,,,,,
BP00205,23,Avon Longitudinal Study of Parents and Children,Nightingale Health,BIOCHEMICAL_NAME,Ratio of 22:6 docosahexaenoic acid to total fatty acids (%),dhafa,,,,,,,,,
BP00205,25,Born in Bradford,Nightingale Health,BIOCHEMICAL_NAME,Ratio of 22:6 docosahexaenoic acid to total fatty acids (%),dhafa,,,,,,,,,
BP00205,26,Southall and Brent Revisited,Nightingale Health,BIOCHEMICAL_NAME,Ratio of 22:6 docosahexaenoic acid to total fatty acids,mf_dha_fa_v1,,,,,,,,,
BP00205,28,Twins United Kingdom,Nightingale Health,BIOCHEMICAL_NAME,Ratio of 22:6 docosahexaenoic acid to total fatty acids ( DHA/FA ),bp00205,,,,,,,,,
BP00205,51,Caerphilly Prospective Study,Nightingale Health,BIOCHEMICAL_NAME,Ratio of 22:6 docosahexaenoic acid to total fatty acids (%),dhafa,,,,,,,,,
BP00205,53,MRC National Survey of Health and Development,Nightingale Health,BIOCHEMICAL_NAME,Ratio of 22:6 docosahexaenoic acid to total fatty acids (%),DHA_FA,,,,,,,,,
BP00205,55,Whitehall II,Nightingale Health,NEW UID,Ratio of 22:6 docosahexaenoic acid to total fatty acids (%) (s5),dha_fa,,,,,,,,,
BP00205,57,UK Pregnancies Better Eating and Activity Trial,Nightingale Health,NIGHTINGALE_ID,dhafa,dhafa,,,,,,,,,
BP00205,60,FINRISK02,Nightingale Health,NEW UID,DHA %,dhabyfa,,,,,,,,,
BP00205,61,FINRISK07,Nightingale Health,NEW UID,DHA %,dhabyfa,,,,,,,,,
BP00205,62,FINRISK12,Nightingale Health,NEW UID,DHA %,dhabyfa,,,,,,,,,
BP00205,63,FINRISK97,Nightingale Health,NEW UID,DHA %,dhabyfa,,,,,,,,,
BP00206,15,British Women's Heart and Health Study,Nightingale Health,BIOCHEMICAL_NAME,[W1 Finland NMR Metabolomics] Ratio of 18:2 linoleic acid to total fatty acids (%),la_fa,,,,,,,,,
BP00206,23,Avon Longitudinal Study of Parents and Children,Nightingale Health,BIOCHEMICAL_NAME,Ratio of 18:2 linoleic acid to total fatty acids (%),lafa,,,,,,,,,
BP00206,25,Born in Bradford,Nightingale Health,BIOCHEMICAL_NAME,Ratio of 18:2 linoleic acid to total fatty acids (%),lafa,,,,,,,,,
BP00206,26,Southall and Brent Revisited,Nightingale Health,BIOCHEMICAL_NAME,Ratio of 18:2 linoleic acid to total fatty acids,mf_la_fa_v1,,,,,,,,,
BP00206,28,Twins United Kingdom,Nightingale Health,BIOCHEMICAL_NAME,Ratio of 18:2 linoleic acid to total fatty acids ( LA/FA ),bp00206,,,,,,,,,
BP00206,51,Caerphilly Prospective Study,Nightingale Health,BIOCHEMICAL_NAME,Ratio of 18:2 linoleic acid to total fatty acids (%),lafa,,,,,,,,,
BP00206,53,MRC National Survey of Health and Development,Nightingale Health,BIOCHEMICAL_NAME,Ratio of 18:2 linoleic acid to total fatty acids (%),LA_FA,,,,,,,,,
BP00206,55,Whitehall II,Nightingale Health,NEW UID,Ratio of 18:2 linoleic acid to total fatty acids (%) (s5),la_fa,,,,,,,,,
BP00206,57,UK Pregnancies Better Eating and Activity Trial,Nightingale Health,NIGHTINGALE_ID,lafa,lafa,,,,,,,,,
BP00206,60,FINRISK02,Nightingale Health,NEW UID,LA %,labyfa,,,,,,,,,
BP00206,61,FINRISK07,Nightingale Health,NEW UID,LA %,labyfa,,,,,,,,,
BP00206,62,FINRISK12,Nightingale Health,NEW UID,LA %,labyfa,,,,,,,,,
BP00206,63,FINRISK97,Nightingale Health,NEW UID,LA %,labyfa,,,,,,,,,
BP00207,15,British Women's Heart and Health Study,Nightingale Health,BIOCHEMICAL_NAME,[W1 Finland NMR Metabolomics] Ratio of omega-3 fatty acids to total fatty acids (%),faw3_fa,,,,,,,,,
BP00207,23,Avon Longitudinal Study of Parents and Children,Nightingale Health,BIOCHEMICAL_NAME,Ratio of omega-3 fatty acids to total fatty acids (%),faw3fa,,,,,,,,,
BP00207,25,Born in Bradford,Nightingale Health,BIOCHEMICAL_NAME,Ratio of omega-3 fatty acids to total fatty acids (%),faw3fa,,,,,,,,,
BP00207,26,Southall and Brent Revisited,Nightingale Health,BIOCHEMICAL_NAME,Ratio of omega-3 fatty acids to total fatty acids,mf_faw3_fa_v1,,,,,,,,,
BP00207,28,Twins United Kingdom,Nightingale Health,BIOCHEMICAL_NAME,Ratio of omega-3 fatty acids to total fatty acids ( FAw3/FA ),bp00207,,,,,,,,,
BP00207,51,Caerphilly Prospective Study,Nightingale Health,BIOCHEMICAL_NAME,Ratio of omega-3 fatty acids to total fatty acids (%),faw3fa,,,,,,,,,
BP00207,53,MRC National Survey of Health and Development,Nightingale Health,BIOCHEMICAL_NAME,Ratio of omega-3 fatty acids to total fatty acids (%),FAw3_FA,,,,,,,,,
BP00207,55,Whitehall II,Nightingale Health,NEW UID,Ratio of omega-3 fatty acids to total fatty acids (%) (s5),faw3_fa,,,,,,,,,
BP00207,57,UK Pregnancies Better Eating and Activity Trial,Nightingale Health,NIGHTINGALE_ID,faw3fa,faw3fa,,,,,,,,,
BP00207,60,FINRISK02,Nightingale Health,NEW UID,Omega-3 %,faw3byfa,,,,,,,,,
BP00207,61,FINRISK07,Nightingale Health,NEW UID,Omega-3 %,faw3byfa,,,,,,,,,
BP00207,62,FINRISK12,Nightingale Health,NEW UID,Omega-3 %,faw3byfa,,,,,,,,,
BP00207,63,FINRISK97,Nightingale Health,NEW UID,Omega-3 %,faw3byfa,,,,,,,,,
BP00208,15,British Women's Heart and Health Study,Nightingale Health,BIOCHEMICAL_NAME,[W1 Finland NMR Metabolomics] Ratio of omega-6 fatty acids to total fatty acids (%),faw6_fa,,,,,,,,,
BP00208,23,Avon Longitudinal Study of Parents and Children,Nightingale Health,BIOCHEMICAL_NAME,Ratio of omega-6 fatty acids to total fatty acids (%),faw6fa,,,,,,,,,
BP00208,25,Born in Bradford,Nightingale Health,BIOCHEMICAL_NAME,Ratio of omega-6 fatty acids to total fatty acids (%),faw6fa,,,,,,,,,
BP00208,26,Southall and Brent Revisited,Nightingale Health,BIOCHEMICAL_NAME,Ratio of omega-6 fatty acids to total fatty acids,mf_faw6_fa_v1,,,,,,,,,
BP00208,28,Twins United Kingdom,Nightingale Health,BIOCHEMICAL_NAME,Ratio of omega-6 fatty acids to total fatty acids ( FAw6/FA ),bp00208,,,,,,,,,
BP00208,51,Caerphilly Prospective Study,Nightingale Health,BIOCHEMICAL_NAME,Ratio of omega-6 fatty acids to total fatty acids (%),faw6fa,,,,,,,,,
BP00208,53,MRC National Survey of Health and Development,Nightingale Health,BIOCHEMICAL_NAME,Ratio of omega-6 fatty acids to total fatty acids (%),FAw6_FA,,,,,,,,,
BP00208,55,Whitehall II,Nightingale Health,NEW UID,Ratio of omega-6 fatty acids to total fatty acids (%) (s5),faw6_fa,,,,,,,,,
BP00208,57,UK Pregnancies Better Eating and Activity Trial,Nightingale Health,NIGHTINGALE_ID,faw6fa,faw6fa,,,,,,,,,
BP00208,60,FINRISK02,Nightingale Health,NEW UID,Omega-6 %,faw6byfa,,,,,,,,,
BP00208,61,FINRISK07,Nightingale Health,NEW UID,Omega-6 %,faw6byfa,,,,,,,,,
BP00208,62,FINRISK12,Nightingale Health,NEW UID,Omega-6 %,faw6byfa,,,,,,,,,
BP00208,63,FINRISK97,Nightingale Health,NEW UID,Omega-6 %,faw6byfa,,,,,,,,,
BP00209,15,British Women's Heart and Health Study,Nightingale Health,BIOCHEMICAL_NAME,[W1 Finland NMR Metabolomics] Ratio of polyunsaturated fatty acids to total fatty acids (%),pufa_fa,,,,,,,,,
BP00209,23,Avon Longitudinal Study of Parents and Children,Nightingale Health,BIOCHEMICAL_NAME,Ratio of polyunsaturated fatty acids to total fatty acids (%),pufafa,,,,,,,,,
BP00209,25,Born in Bradford,Nightingale Health,BIOCHEMICAL_NAME,Ratio of polyunsaturated fatty acids to total fatty acids (%),pufafa,,,,,,,,,
BP00209,26,Southall and Brent Revisited,Nightingale Health,BIOCHEMICAL_NAME,Ratio of polyunsaturated fatty acids to total fatty acids,mf_pufa_fa_v1,,,,,,,,,
BP00209,28,Twins United Kingdom,Nightingale Health,BIOCHEMICAL_NAME,Ratio of polyunsaturated fatty acids to total fatty acids ( PUFA/FA ),bp00209,,,,,,,,,
BP00209,51,Caerphilly Prospective Study,Nightingale Health,BIOCHEMICAL_NAME,Ratio of polyunsaturated fatty acids to total fatty acids (%),pufafa,,,,,,,,,
BP00209,53,MRC National Survey of Health and Development,Nightingale Health,BIOCHEMICAL_NAME,Ratio of polyunsaturated fatty acids to total fatty acids (%),PUFA_FA,,,,,,,,,
BP00209,55,Whitehall II,Nightingale Health,NEW UID,Ratio of polyunsaturated fatty acids to total fatty acids (%) (s5),pufa_fa,,,,,,,,,
BP00209,57,UK Pregnancies Better Eating and Activity Trial,Nightingale Health,NIGHTINGALE_ID,pufafa,pufafa,,,,,,,,,
BP00209,60,FINRISK02,Nightingale Health,NEW UID,PUFA %,pufabyfa,,,,,,,,,
BP00209,61,FINRISK07,Nightingale Health,NEW UID,PUFA %,pufabyfa,,,,,,,,,
BP00209,62,FINRISK12,Nightingale Health,NEW UID,PUFA %,pufabyfa,,,,,,,,,
BP00209,63,FINRISK97,Nightingale Health,NEW UID,PUFA %,pufabyfa,,,,,,,,,
BP00210,15,British Women's Heart and Health Study,Nightingale Health,BIOCHEMICAL_NAME,[W1 Finland NMR Metabolomics] Ratio of monounsaturated fatty acids to total fatty acids (%),mufa_fa,,,,,,,,,
BP00210,23,Avon Longitudinal Study of Parents and Children,Nightingale Health,BIOCHEMICAL_NAME,Ratio of monounsaturated fatty acids to total fatty acids (%),mufafa,,,,,,,,,
BP00210,25,Born in Bradford,Nightingale Health,BIOCHEMICAL_NAME,Ratio of monounsaturated fatty acids to total fatty acids (%),mufafa,,,,,,,,,
BP00210,26,Southall and Brent Revisited,Nightingale Health,BIOCHEMICAL_NAME,Ratio of monounsaturated fatty acids to total fatty acids,mf_mufa_fa_v1,,,,,,,,,
BP00210,28,Twins United Kingdom,Nightingale Health,BIOCHEMICAL_NAME,Ratio of monounsaturated fatty acids to total fatty acids ( MUFA/FA ),bp00210,,,,,,,,,
BP00210,51,Caerphilly Prospective Study,Nightingale Health,BIOCHEMICAL_NAME,Ratio of monounsaturated fatty acids to total fatty acids (%),mufafa,,,,,,,,,
BP00210,53,MRC National Survey of Health and Development,Nightingale Health,BIOCHEMICAL_NAME,Ratio of monounsaturated fatty acids to total fatty acids (%),MUFA_FA,,,,,,,,,
BP00210,55,Whitehall II,Nightingale Health,NEW UID,Ratio of monounsaturated fatty acids to total fatty acids (%) (s5),mufa_fa,,,,,,,,,
BP00210,57,UK Pregnancies Better Eating and Activity Trial,Nightingale Health,NIGHTINGALE_ID,mufafa,mufafa,,,,,,,,,
BP00210,60,FINRISK02,Nightingale Health,NEW UID,MUFA %,mufabyfa,,,,,,,,,
BP00210,61,FINRISK07,Nightingale Health,NEW UID,MUFA %,mufabyfa,,,,,,,,,
BP00210,62,FINRISK12,Nightingale Health,NEW UID,MUFA %,mufabyfa,,,,,,,,,
BP00210,63,FINRISK97,Nightingale Health,NEW UID,MUFA %,mufabyfa,,,,,,,,,
BP00211,15,British Women's Heart and Health Study,Nightingale Health,BIOCHEMICAL_NAME,[W1 Finland NMR Metabolomics] Ratio of saturated fatty acids to total fatty acids (%),sfa_fa,,,,,,,,,
BP00211,23,Avon Longitudinal Study of Parents and Children,Nightingale Health,BIOCHEMICAL_NAME,Ratio of saturated fatty acids to total fatty acids (%),sfafa,,,,,,,,,
BP00211,25,Born in Bradford,Nightingale Health,BIOCHEMICAL_NAME,Ratio of saturated fatty acids to total fatty acids (%),sfafa,,,,,,,,,
BP00211,26,Southall and Brent Revisited,Nightingale Health,BIOCHEMICAL_NAME,Ratio of saturated fatty acids to total fatty acids,mf_sfa_fa_v1,,,,,,,,,
BP00211,28,Twins United Kingdom,Nightingale Health,BIOCHEMICAL_NAME,Ratio of saturated fatty acids to total fatty acids ( SFA/FA ),bp00211,,,,,,,,,
BP00211,51,Caerphilly Prospective Study,Nightingale Health,BIOCHEMICAL_NAME,Ratio of saturated fatty acids to total fatty acids (%),sfafa,,,,,,,,,
BP00211,53,MRC National Survey of Health and Development,Nightingale Health,BIOCHEMICAL_NAME,Ratio of saturated fatty acids to total fatty acids (%),SFA_FA,,,,,,,,,
BP00211,55,Whitehall II,Nightingale Health,NEW UID,Ratio of saturated fatty acids to total fatty acids (%) (s5),sfa_fa,,,,,,,,,
BP00211,57,UK Pregnancies Better Eating and Activity Trial,Nightingale Health,NIGHTINGALE_ID,sfafa,sfafa,,,,,,,,,
BP00211,60,FINRISK02,Nightingale Health,NEW UID,SFA %,sfabyfa,,,,,,,,,
BP00211,61,FINRISK07,Nightingale Health,NEW UID,SFA %,sfabyfa,,,,,,,,,
BP00211,62,FINRISK12,Nightingale Health,NEW UID,SFA %,sfabyfa,,,,,,,,,
BP00211,63,FINRISK97,Nightingale Health,NEW UID,SFA %,sfabyfa,,,,,,,,,
BS00172,15,British Women's Heart and Health Study,Nightingale Health,BIOCHEMICAL_NAME,[W1 Finland NMR Metabolomics] Mean diameter for VLDL particles (nm),vldl_d,,,,,,,,,
BS00172,23,Avon Longitudinal Study of Parents and Children,Nightingale Health,BIOCHEMICAL_NAME,Mean diameter for VLDL particles (nm),vldld,,,,,,,,,
BS00172,25,Born in Bradford,Nightingale Health,BIOCHEMICAL_NAME,Mean diameter for VLDL particles (nm),vldld,,,,,,,,,
BS00172,26,Southall and Brent Revisited,Nightingale Health,BIOCHEMICAL_NAME,Mean diameter for VLdl particles,mf_vldl_d_v1,,,,,,,,,
BS00172,51,Caerphilly Prospective Study,Nightingale Health,BIOCHEMICAL_NAME,Mean diameter for VLDL particles (nm),vldld,,,,,,,,,
BS00172,53,MRC National Survey of Health and Development,Nightingale Health,BIOCHEMICAL_NAME,Mean diameter for VLDL particles (nm),VLDL_D,,,,,,,,,
BS00172,55,Whitehall II,Nightingale Health,NEW UID,Mean diameter for VLDL particles (nm) (s5),vldl_d,,,,,,,,,
BS00172,57,UK Pregnancies Better Eating and Activity Trial,Nightingale Health,NIGHTINGALE_ID,vldld,vldld,,,,,,,,,
BS00172,60,FINRISK02,Nightingale Health,NIGHTINGALE_ID,VLDL size,vldld,,,,,,,,,
BS00172,61,FINRISK07,Nightingale Health,NIGHTINGALE_ID,VLDL size,vldld,,,,,,,,,
BS00172,62,FINRISK12,Nightingale Health,NIGHTINGALE_ID,VLDL size,vldld,,,,,,,,,
BS00172,63,FINRISK97,Nightingale Health,NIGHTINGALE_ID,VLDL size,vldld,,,,,,,,,
BS00173,15,British Women's Heart and Health Study,Nightingale Health,BIOCHEMICAL_NAME,[W1 Finland NMR Metabolomics] Mean diameter for LDL particles (nm),ldl_d,,,,,,,,,
BS00173,23,Avon Longitudinal Study of Parents and Children,Nightingale Health,BIOCHEMICAL_NAME,Mean diameter for LDL particles (nm),ldld,,,,,,,,,
BS00173,25,Born in Bradford,Nightingale Health,BIOCHEMICAL_NAME,Mean diameter for LDL particles (nm),ldld,,,,,,,,,
BS00173,26,Southall and Brent Revisited,Nightingale Health,BIOCHEMICAL_NAME,Mean diameter for Ldl particles,mf_ldl_d_v1,,,,,,,,,
BS00173,51,Caerphilly Prospective Study,Nightingale Health,BIOCHEMICAL_NAME,Mean diameter for LDL particles (nm),ldld,,,,,,,,,
BS00173,53,MRC National Survey of Health and Development,Nightingale Health,BIOCHEMICAL_NAME,Mean diameter for LDL particles (nm),LDL_D,,,,,,,,,
BS00173,55,Whitehall II,Nightingale Health,NEW UID,Mean diameter for LDL particles (nm) (s5),ldl_d,,,,,,,,,
BS00173,57,UK Pregnancies Better Eating and Activity Trial,Nightingale Health,NIGHTINGALE_ID,ldld,ldld,,,,,,,,,
BS00173,60,FINRISK02,Nightingale Health,NIGHTINGALE_ID,LDL size,ldld,,,,,,,,,
BS00173,61,FINRISK07,Nightingale Health,NIGHTINGALE_ID,LDL size,ldld,,,,,,,,,
BS00173,62,FINRISK12,Nightingale Health,NIGHTINGALE_ID,LDL size,ldld,,,,,,,,,
BS00173,63,FINRISK97,Nightingale Health,NIGHTINGALE_ID,LDL size,ldld,,,,,,,,,
BS00174,15,British Women's Heart and Health Study,Nightingale Health,BIOCHEMICAL_NAME,[W1 Finland NMR Metabolomics] Mean diameter for HDL particles (nm),hdl_d,,,,,,,,,
BS00174,23,Avon Longitudinal Study of Parents and Children,Nightingale Health,BIOCHEMICAL_NAME,Mean diameter for HDL particles (nm),hdld,,,,,,,,,
BS00174,25,Born in Bradford,Nightingale Health,BIOCHEMICAL_NAME,Mean diameter for HDL particles (nm),hdld,,,,,,,,,
BS00174,26,Southall and Brent Revisited,Nightingale Health,BIOCHEMICAL_NAME,Mean diameter for Hdl particles,mf_hdl_d_v1,,,,,,,,,
BS00174,51,Caerphilly Prospective Study,Nightingale Health,BIOCHEMICAL_NAME,Mean diameter for HDL particles (nm),hdld,,,,,,,,,
BS00174,53,MRC National Survey of Health and Development,Nightingale Health,BIOCHEMICAL_NAME,Mean diameter for HDL particles (nm),HDL_D,,,,,,,,,
BS00174,55,Whitehall II,Nightingale Health,NEW UID,Mean diameter for HDL particles (nm) (s5),hdl_d,,,,,,,,,
BS00174,57,UK Pregnancies Better Eating and Activity Trial,Nightingale Health,NIGHTINGALE_ID,hdld,hdld,,,,,,,,,
BS00174,60,FINRISK02,Nightingale Health,NIGHTINGALE_ID,HDL size,hdld,,,,,,,,,
BS00174,61,FINRISK07,Nightingale Health,NIGHTINGALE_ID,HDL size,hdld,,,,,,,,,
BS00174,62,FINRISK12,Nightingale Health,NIGHTINGALE_ID,HDL size,hdld,,,,,,,,,
BS00174,63,FINRISK97,Nightingale Health,NIGHTINGALE_ID,HDL size,hdld,,,,,,,,,
C3_DC__C4_OH_,17,ColoCare,Biocrates,NEW UID,,c3_dc__c4_oh_,,,,,,,,,
C3_DC__C4_OH_,66,PRAEVENT,Biocrates,NEW UID,,c3_dc__c4_oh_,,,,,,,,,
C4_DC,56,Singapore Prospective Study Program,Duke-NUS,NEW UID,methylmalonyl-/succinylcarnitine,c4-dc,,,,,,,,,
C5_DC,56,Singapore Prospective Study Program,Duke-NUS,NEW UID,Hydroxyhexanoyl-L-carnitine,c5-dc,,,,,,,,,
C5_OH_C3_DC,56,Singapore Prospective Study Program,Duke-NUS,NEW UID,2-methyl-3-hydroxybutyrylcarnitine,c5-oh/c3-dc,,,,,,,,,
C8_1_DC,56,Singapore Prospective Study Program,Duke-NUS,NEW UID,C8:1-DC Carnitine,c8:1-dc,,,,,,,,,
C8_1_OH_C6_DC,56,Singapore Prospective Study Program,Duke-NUS,NEW UID,C6-DC Carnitine,c8:1-oh/c6-dc,,,,,,,,,
C8_C34_1_PS_PLASMALOGEN,72,Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2,Broad Institute,NEW UID,C34:1 PS plasmalogen,c8-pos_c34:1_ps_plasmalogen,,,,,,,,,
C8_C38-2_PS_PLASMALOGEN,72,Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2,Broad Institute,NEW UID,C38:2 PS plasmalogen,c8-pos_c38:2_ps_plasmalogen,,,,,,,,,
C8_C38-3_PS_PLASMALOGEN,72,Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2,Broad Institute,NEW UID,C38:3 PS plasmalogen,c8-pos_c38:3_ps_plasmalogen,,,,,,,,,
C8_C38-4_PS_PLASMALOGEN,72,Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2,Broad Institute,NEW UID,C38:4 PS plasmalogen,c8-pos_c38:4_ps_plasmalogen,,,,,,,,,
C8_C40-4_PS_PLASMALOGEN,72,Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2,Broad Institute,NEW UID,C40:4 PS plasmalogen,c8-pos_c40:4_ps_plasmalogen,,,,,,,,,
C8_DC,56,Singapore Prospective Study Program,Duke-NUS,NEW UID,C8-DC Carnitine,c8-dc,,,,,,,,,
C8_OH_C6_DC,56,Singapore Prospective Study Program,Duke-NUS,NEW UID,C6-DC Carnitine,c8-oh/c6-dc,,,,,,,,,
C10_3,56,Singapore Prospective Study Program,Duke-NUS,NEW UID,C10:3 Carnitine,c10:3,,,,,,,,,
C12_OH_C10_DC,56,Singapore Prospective Study Program,Duke-NUS,NEW UID,3-OHDodecanoylcarnitine,c12-oh/c10-dc,,,,,,,,,
C14_0_CE_+NH4,72,Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2,Broad Institute,NEW UID,NH4_C14:0 CE,c8-pos_nh4_c14:0_ce,,,,,,,,,
C14_OH_C12_DC,56,Singapore Prospective Study Program,Duke-NUS,NEW UID,3-OH-Tetradecanoylcarnitine,c14-oh/c12-dc,,,,,,,,,
C16_0_CE_+NH4,72,Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2,Broad Institute,NEW UID,NH4_C16:0 CE,c8-pos_nh4_c16:0_ce,,,,,,,,,
C16_1_CE_+NH4,72,Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2,Broad Institute,NEW UID,NH4_C16:1 CE,c8-pos_nh4_c16:1_ce,,,,,,,,,
C16_1_OH_C14_1_DC,56,Singapore Prospective Study Program,Duke-NUS,NEW UID,3-OHHexadecenoylcarnitine,c16:1-oh/c14:1-dc,,,,,,,,,
