"uid_01","hmdb_id","biochemical"
"C56_2_TAG_+NH4#HMDB05404#HMDB05409","#HMDB0005404#HMDB0005409","C56:2 TAG +NH4#TG(18:0/18:1(9Z)/20:1(11Z))#TG(18:0/18:2(9Z,12Z)/20:0)"
"C56_3_TAG_+NH4#HMDB05410#HMDB05454","#HMDB0005410#HMDB0005454","C56:3 TAG +NH4#TG(18:0/18:2(9Z,12Z)/20:1(11Z))#TG(18:1(9Z)/18:1(9Z)/20:1(11Z))"
"C56_4_TAG_+NH4#HMDB05398#HMDB05460","#HMDB0005398#HMDB0005460","C56:4 TAG +NH4#TG(18:0/18:0/20:4(5Z,8Z,11Z,14Z))#TG(18:1(9Z)/18:2(9Z,12Z)/20:1(11Z))"
"C56_5_TAG_+NH4#HMDB05406#HMDB05473","#HMDB0005406#HMDB0005473","C56:5 TAG +NH4#TG(18:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))#TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:1(11Z))"
"C56_6_TAG_+NH4#HMDB05456#HMDB10491","#HMDB0005456#HMDB0010491","C56:6 TAG +NH4#TG(18:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))#TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:2(11Z,14Z))"
"C56_7_TAG_+NH4#HMDB05462","#HMDB0005462","C56:7 TAG +NH4#TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))"
"C56_8_TAG_+NH4#HMDB05392","#HMDB0005392","C56:8 TAG +NH4#TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))"
"C56_9_TAG_+NH4#HMDB05448","#HMDB0005448","C56:9 TAG +NH4#TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))"
"C58_10_TAG_+NH4#HMDB05476#ME056346","#HMDB0005476#","C58:10 TAG +NH4#TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))#TG (58:10)"
"C58_11_TAG_+NH4#HMDB10531","#HMDB0010531","C58:11 TAG +NH4#TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/18:3(9Z,12Z,15Z))"
"C58_6_TAG_+NH4#HMDB05458","#HMDB0005458","C58:6 TAG +NH4#TG(18:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))"
"C58_8_TAG_+NH4#HMDB05413","#HMDB0005413","C58:8 TAG +NH4#TG(18:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))"
"C58_9_TAG_+NH4#HMDB05463","#HMDB0005463","C58:9 TAG +NH4#TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))"
"C60_12_TAG_+NH4#HMDB05478","#HMDB0005478","C60:12 TAG +NH4#TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))"
"HMDB02994#HMDB04136","HMDB0002994#HMDB0004136","Erythritol#D-Threitol"
"HMDB00167#PUBCHEM205","HMDB0000167#","L-Threonine#DL-threonine"
"COMP32859_37731#HMDB02327","#HMDB0002327","1,11-undecanedicarboxylic acid#1,11-Undecanedicarboxylic acid"
"HMDB00929#HMDB13609","HMDB0000929#HMDB0013609","L-Tryptophan#D-Tryptophan"
"HMDB00158#HMDB00158_B1#HMDB00158_B2","HMDB0000158#HMDB0000158#HMDB0000158","L-Tyrosine#L-Tyrosine#L-Tyrosine"
"HMDB00286#HMDB00295","HMDB0000286#HMDB0000295","Uridine diphosphate glucose#Uridine 5'-diphosphate"
"HMDB00296#HMDB00296_B1","HMDB0000296#HMDB0000296","Uridine#Uridine"
"COMP32549_32786_46497_ATBC2#COMP62277","#","X - 11469#X - 02269 (X - 11469)"
"CHEM100002061#CHEM100002061_SPA11","#","2-docosahexaenoylglycerophosphoethanolamine* or X - 12645#X - 12645"
"COMP33541_34315_46966_47701#COMP33541_34315_46966_47701_P1#COMP33541_34315_46966_47701_SPA21","##","X - 12126 or X - 12705#X - 12705#X - 12705"
"COMP35335_38363#COMP35335_38363_ATBC2","#","X - 13557 (X - 15933)#X - 15933"
"COMP38582_39854_46653_46699#COMP38582_39854_46653_46699_ATBC1","#","X - 16135 or X - 17184#X - 17184"
"COMP38514_46738_47801_ATBC1#COMP38514_46738_47801_P1#COMP62863","##HMDB29737","X - 21664#X - 21664#3-formylindole"
"HMDB00292#HMDB00292_B1","HMDB0000292#HMDB0000292","Xanthine#Xanthine"
"HMDB00508#HMDB02917_HMDB00568","HMDB0000508#HMDB0002917","Ribitol#D-Xylitol"
"HMDB00098#PUBCHEM644160","HMDB0000098#","D-Xylose#DL-xylose"
"CHEM100006122#HMDB00654#HMDB00751","#HMDB00654#HMDB0000751","Ribulose/xylulose#D-Xylulose#L-Threo-2-pentulose"
