"","metabolite_id","input_metabolite_name","input_hmdb_id","input_pubchem","input_chemspider","input_kegg","input_inchikey","input_chebi","split_input_pubchem","split_reason","input_pubchem_final","metabolite_id_final","input_hmdb_id_final","input_kegg_final","input_chebi_final","input_chemspider_final","input_inchikey_final","input_metabolite_name_final","metabolite_id_final_1","metabolite_id_final_2","has_descriptive_terms","has_multiple_ids"
"464","BM00081","Concentration of large HDL particles (mol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00081",NA,NA,NA,NA,NA,"concentration of large hdl particles_mol_l","BM00081","BM00081",TRUE,FALSE
"465","BM00081","Concentration of large HDL particles (mol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00081",NA,NA,NA,NA,NA,"concentration of large hdl particles_mol_l","BM00081","BM00081",TRUE,FALSE
"466","BM00081","Concentration of large HDL particles (mol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00081",NA,NA,NA,NA,NA,"concentration of large hdl particles_mol_l","BM00081","BM00081",TRUE,FALSE
"467","BM00081","Concentration of large HDL particles (mol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00081",NA,NA,NA,NA,NA,"concentration of large hdl particles_mol_l","BM00081","BM00081",TRUE,FALSE
"468","BM00081","Concentration of large HDL particles (mol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00081",NA,NA,NA,NA,NA,"concentration of large hdl particles_mol_l__s5","BM00081","BM00081",TRUE,FALSE
"469","BM00082","[W1 Finland NMR Metabolomics] Total lipids in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00082",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_total lipids in large hdl_mmol_l","BM00082","BM00082",TRUE,FALSE
"470","BM00082","Total lipids in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00082",NA,NA,NA,NA,NA,"total lipids in large hdl_mmol_l","BM00082","BM00082",TRUE,FALSE
"471","BM00082","Total lipids in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00082",NA,NA,NA,NA,NA,"total lipids in large hdl_mmol_l","BM00082","BM00082",TRUE,FALSE
"472","BM00082","Total lipids in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00082",NA,NA,NA,NA,NA,"total lipids in large hdl_mmol_l","BM00082","BM00082",TRUE,FALSE
"473","BM00082","Total lipids in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00082",NA,NA,NA,NA,NA,"total lipids in large hdl_mmol_l","BM00082","BM00082",TRUE,FALSE
"474","BM00082","Total lipids in large HDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00082",NA,NA,NA,NA,NA,"total lipids in large hdl_mmol_l__s5","BM00082","BM00082",TRUE,FALSE
"475","BM00083","[W1 Finland NMR Metabolomics] Phospholipids in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00083",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_phospholipids in large hdl_mmol_l","BM00083","BM00083",TRUE,FALSE
"476","BM00083","Phospholipids in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00083",NA,NA,NA,NA,NA,"phospholipids in large hdl_mmol_l","BM00083","BM00083",TRUE,FALSE
"477","BM00083","Phospholipids in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00083",NA,NA,NA,NA,NA,"phospholipids in large hdl_mmol_l","BM00083","BM00083",TRUE,FALSE
"478","BM00083","Phospholipids in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00083",NA,NA,NA,NA,NA,"phospholipids in large hdl_mmol_l","BM00083","BM00083",TRUE,FALSE
"479","BM00083","Phospholipids in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00083",NA,NA,NA,NA,NA,"phospholipids in large hdl_mmol_l","BM00083","BM00083",TRUE,FALSE
"480","BM00083","Phospholipids in large HDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00083",NA,NA,NA,NA,NA,"phospholipids in large hdl_mmol_l__s5","BM00083","BM00083",TRUE,FALSE
"481","BM00084","[W1 Finland NMR Metabolomics] Total cholesterol in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00084",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_total cholesterol in large hdl_mmol_l","BM00084","BM00084",TRUE,FALSE
"482","BM00084","Total cholesterol in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00084",NA,NA,NA,NA,NA,"total cholesterol in large hdl_mmol_l","BM00084","BM00084",TRUE,FALSE
"483","BM00084","Total cholesterol in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00084",NA,NA,NA,NA,NA,"total cholesterol in large hdl_mmol_l","BM00084","BM00084",TRUE,FALSE
"484","BM00084","Total cholesterol in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00084",NA,NA,NA,NA,NA,"total cholesterol in large hdl_mmol_l","BM00084","BM00084",TRUE,FALSE
"485","BM00084","Total cholesterol in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00084",NA,NA,NA,NA,NA,"total cholesterol in large hdl_mmol_l","BM00084","BM00084",TRUE,FALSE
"486","BM00084","Total cholesterol in large HDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00084",NA,NA,NA,NA,NA,"total cholesterol in large hdl_mmol_l__s5","BM00084","BM00084",TRUE,FALSE
"487","BM00085","[W1 Finland NMR Metabolomics] Cholesterol esters in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00085",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_cholesterol esters in large hdl_mmol_l","BM00085","BM00085",TRUE,FALSE
"488","BM00085","Cholesterol esters in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00085",NA,NA,NA,NA,NA,"cholesterol esters in large hdl_mmol_l","BM00085","BM00085",TRUE,FALSE
"489","BM00085","Cholesterol esters in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00085",NA,NA,NA,NA,NA,"cholesterol esters in large hdl_mmol_l","BM00085","BM00085",TRUE,FALSE
"490","BM00085","Cholesterol esters in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00085",NA,NA,NA,NA,NA,"cholesterol esters in large hdl_mmol_l","BM00085","BM00085",TRUE,FALSE
"491","BM00085","Cholesterol esters in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00085",NA,NA,NA,NA,NA,"cholesterol esters in large hdl_mmol_l","BM00085","BM00085",TRUE,FALSE
"492","BM00085","Cholesterol esters in large HDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00085",NA,NA,NA,NA,NA,"cholesterol esters in large hdl_mmol_l__s5","BM00085","BM00085",TRUE,FALSE
"493","BM00086","[W1 Finland NMR Metabolomics] Free cholesterol in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00086",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_free cholesterol in large hdl_mmol_l","BM00086","BM00086",TRUE,FALSE
"494","BM00086","Free cholesterol in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00086",NA,NA,NA,NA,NA,"free cholesterol in large hdl_mmol_l","BM00086","BM00086",TRUE,FALSE
"495","BM00086","Free cholesterol in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00086",NA,NA,NA,NA,NA,"free cholesterol in large hdl_mmol_l","BM00086","BM00086",TRUE,FALSE
"496","BM00086","Free cholesterol in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00086",NA,NA,NA,NA,NA,"free cholesterol in large hdl_mmol_l","BM00086","BM00086",TRUE,FALSE
"497","BM00086","Free cholesterol in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00086",NA,NA,NA,NA,NA,"free cholesterol in large hdl_mmol_l","BM00086","BM00086",TRUE,FALSE
"498","BM00086","Free cholesterol in large HDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00086",NA,NA,NA,NA,NA,"free cholesterol in large hdl_mmol_l__s5","BM00086","BM00086",TRUE,FALSE
"499","BM00087","[W1 Finland NMR Metabolomics] Triglycerides in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00087",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_triglycerides in large hdl_mmol_l","BM00087","BM00087",TRUE,FALSE
"500","BM00087","Triglycerides in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00087",NA,NA,NA,NA,NA,"triglycerides in large hdl_mmol_l","BM00087","BM00087",TRUE,FALSE
"501","BM00087","Triglycerides in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00087",NA,NA,NA,NA,NA,"triglycerides in large hdl_mmol_l","BM00087","BM00087",TRUE,FALSE
"502","BM00087","Triglycerides in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00087",NA,NA,NA,NA,NA,"triglycerides in large hdl_mmol_l","BM00087","BM00087",TRUE,FALSE
"503","BM00087","Triglycerides in large HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00087",NA,NA,NA,NA,NA,"triglycerides in large hdl_mmol_l","BM00087","BM00087",TRUE,FALSE
"504","BM00087","Triglycerides in large HDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00087",NA,NA,NA,NA,NA,"triglycerides in large hdl_mmol_l__s5","BM00087","BM00087",TRUE,FALSE
"505","BM00088","[W1 Finland NMR Metabolomics] Concentration of medium HDL particles (mol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00088",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_concentration of medium hdl particles_mol_l","BM00088","BM00088",TRUE,FALSE
"506","BM00088","Concentration of medium HDL particles (mol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00088",NA,NA,NA,NA,NA,"concentration of medium hdl particles_mol_l","BM00088","BM00088",TRUE,FALSE
"507","BM00088","Concentration of medium HDL particles (mol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00088",NA,NA,NA,NA,NA,"concentration of medium hdl particles_mol_l","BM00088","BM00088",TRUE,FALSE
"508","BM00088","Concentration of medium HDL particles (mol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00088",NA,NA,NA,NA,NA,"concentration of medium hdl particles_mol_l","BM00088","BM00088",TRUE,FALSE
"509","BM00088","Concentration of medium HDL particles (mol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00088",NA,NA,NA,NA,NA,"concentration of medium hdl particles_mol_l","BM00088","BM00088",TRUE,FALSE
"510","BM00088","Concentration of medium HDL particles (mol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00088",NA,NA,NA,NA,NA,"concentration of medium hdl particles_mol_l__s5","BM00088","BM00088",TRUE,FALSE
"511","BM00089","[W1 Finland NMR Metabolomics] Total lipids in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00089",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_total lipids in medium hdl_mmol_l","BM00089","BM00089",TRUE,FALSE
"512","BM00089","Total lipids in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00089",NA,NA,NA,NA,NA,"total lipids in medium hdl_mmol_l","BM00089","BM00089",TRUE,FALSE
"513","BM00089","Total lipids in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00089",NA,NA,NA,NA,NA,"total lipids in medium hdl_mmol_l","BM00089","BM00089",TRUE,FALSE
"514","BM00089","Total lipids in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00089",NA,NA,NA,NA,NA,"total lipids in medium hdl_mmol_l","BM00089","BM00089",TRUE,FALSE
"515","BM00089","Total lipids in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00089",NA,NA,NA,NA,NA,"total lipids in medium hdl_mmol_l","BM00089","BM00089",TRUE,FALSE
"516","BM00089","Total lipids in medium HDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00089",NA,NA,NA,NA,NA,"total lipids in medium hdl_mmol_l__s5","BM00089","BM00089",TRUE,FALSE
"517","BM00090","[W1 Finland NMR Metabolomics] Phospholipids in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00090",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_phospholipids in medium hdl_mmol_l","BM00090","BM00090",TRUE,FALSE
"518","BM00090","Phospholipids in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00090",NA,NA,NA,NA,NA,"phospholipids in medium hdl_mmol_l","BM00090","BM00090",TRUE,FALSE
"519","BM00090","Phospholipids in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00090",NA,NA,NA,NA,NA,"phospholipids in medium hdl_mmol_l","BM00090","BM00090",TRUE,FALSE
"520","BM00090","Phospholipids in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00090",NA,NA,NA,NA,NA,"phospholipids in medium hdl_mmol_l","BM00090","BM00090",TRUE,FALSE
"521","BM00090","Phospholipids in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00090",NA,NA,NA,NA,NA,"phospholipids in medium hdl_mmol_l","BM00090","BM00090",TRUE,FALSE
"522","BM00090","Phospholipids in medium HDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00090",NA,NA,NA,NA,NA,"phospholipids in medium hdl_mmol_l__s5","BM00090","BM00090",TRUE,FALSE
"523","BM00091","[W1 Finland NMR Metabolomics] Total cholesterol in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00091",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_total cholesterol in medium hdl_mmol_l","BM00091","BM00091",TRUE,FALSE
"524","BM00091","Total cholesterol in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00091",NA,NA,NA,NA,NA,"total cholesterol in medium hdl_mmol_l","BM00091","BM00091",TRUE,FALSE
"525","BM00091","Total cholesterol in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00091",NA,NA,NA,NA,NA,"total cholesterol in medium hdl_mmol_l","BM00091","BM00091",TRUE,FALSE
"526","BM00091","Total cholesterol in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00091",NA,NA,NA,NA,NA,"total cholesterol in medium hdl_mmol_l","BM00091","BM00091",TRUE,FALSE
"527","BM00091","Total cholesterol in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00091",NA,NA,NA,NA,NA,"total cholesterol in medium hdl_mmol_l","BM00091","BM00091",TRUE,FALSE
"528","BM00091","Total cholesterol in medium HDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00091",NA,NA,NA,NA,NA,"total cholesterol in medium hdl_mmol_l__s5","BM00091","BM00091",TRUE,FALSE
"529","BM00092","[W1 Finland NMR Metabolomics] Cholesterol esters in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00092",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_cholesterol esters in medium hdl_mmol_l","BM00092","BM00092",TRUE,FALSE
"530","BM00092","Cholesterol esters in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00092",NA,NA,NA,NA,NA,"cholesterol esters in medium hdl_mmol_l","BM00092","BM00092",TRUE,FALSE
"531","BM00092","Cholesterol esters in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00092",NA,NA,NA,NA,NA,"cholesterol esters in medium hdl_mmol_l","BM00092","BM00092",TRUE,FALSE
"532","BM00092","Cholesterol esters in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00092",NA,NA,NA,NA,NA,"cholesterol esters in medium hdl_mmol_l","BM00092","BM00092",TRUE,FALSE
"533","BM00092","Cholesterol esters in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00092",NA,NA,NA,NA,NA,"cholesterol esters in medium hdl_mmol_l","BM00092","BM00092",TRUE,FALSE
"534","BM00092","Cholesterol esters in medium HDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00092",NA,NA,NA,NA,NA,"cholesterol esters in medium hdl_mmol_l__s5","BM00092","BM00092",TRUE,FALSE
"535","BM00093","[W1 Finland NMR Metabolomics] Free cholesterol in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00093",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_free cholesterol in medium hdl_mmol_l","BM00093","BM00093",TRUE,FALSE
"536","BM00093","Free cholesterol in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00093",NA,NA,NA,NA,NA,"free cholesterol in medium hdl_mmol_l","BM00093","BM00093",TRUE,FALSE
"537","BM00093","Free cholesterol in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00093",NA,NA,NA,NA,NA,"free cholesterol in medium hdl_mmol_l","BM00093","BM00093",TRUE,FALSE
"538","BM00093","Free cholesterol in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00093",NA,NA,NA,NA,NA,"free cholesterol in medium hdl_mmol_l","BM00093","BM00093",TRUE,FALSE
"539","BM00093","Free cholesterol in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00093",NA,NA,NA,NA,NA,"free cholesterol in medium hdl_mmol_l","BM00093","BM00093",TRUE,FALSE
"540","BM00093","Free cholesterol in medium HDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00093",NA,NA,NA,NA,NA,"free cholesterol in medium hdl_mmol_l__s5","BM00093","BM00093",TRUE,FALSE
"541","BM00094","[W1 Finland NMR Metabolomics] Triglycerides in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00094",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_triglycerides in medium hdl_mmol_l","BM00094","BM00094",TRUE,FALSE
"542","BM00094","Triglycerides in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00094",NA,NA,NA,NA,NA,"triglycerides in medium hdl_mmol_l","BM00094","BM00094",TRUE,FALSE
"543","BM00094","Triglycerides in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00094",NA,NA,NA,NA,NA,"triglycerides in medium hdl_mmol_l","BM00094","BM00094",TRUE,FALSE
"544","BM00094","Triglycerides in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00094",NA,NA,NA,NA,NA,"triglycerides in medium hdl_mmol_l","BM00094","BM00094",TRUE,FALSE
"545","BM00094","Triglycerides in medium HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00094",NA,NA,NA,NA,NA,"triglycerides in medium hdl_mmol_l","BM00094","BM00094",TRUE,FALSE
"546","BM00094","Triglycerides in medium HDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00094",NA,NA,NA,NA,NA,"triglycerides in medium hdl_mmol_l__s5","BM00094","BM00094",TRUE,FALSE
"547","BM00095","[W1 Finland NMR Metabolomics] Concentration of small HDL particles (mol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00095",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_concentration of small hdl particles_mol_l","BM00095","BM00095",TRUE,FALSE
"548","BM00095","Concentration of small HDL particles (mol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00095",NA,NA,NA,NA,NA,"concentration of small hdl particles_mol_l","BM00095","BM00095",TRUE,FALSE
"549","BM00095","Concentration of small HDL particles (mol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00095",NA,NA,NA,NA,NA,"concentration of small hdl particles_mol_l","BM00095","BM00095",TRUE,FALSE
"550","BM00095","Concentration of small HDL particles (mol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00095",NA,NA,NA,NA,NA,"concentration of small hdl particles_mol_l","BM00095","BM00095",TRUE,FALSE
"551","BM00095","Concentration of small HDL particles (mol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00095",NA,NA,NA,NA,NA,"concentration of small hdl particles_mol_l","BM00095","BM00095",TRUE,FALSE
"552","BM00095","Concentration of small HDL particles (mol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00095",NA,NA,NA,NA,NA,"concentration of small hdl particles_mol_l__s5","BM00095","BM00095",TRUE,FALSE
"553","BM00096","[W1 Finland NMR Metabolomics] Total lipids in small HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00096",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_total lipids in small hdl_mmol_l","BM00096","BM00096",TRUE,FALSE
"554","BM00096","Total lipids in small HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00096",NA,NA,NA,NA,NA,"total lipids in small hdl_mmol_l","BM00096","BM00096",TRUE,FALSE
"555","BM00096","Total lipids in small HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00096",NA,NA,NA,NA,NA,"total lipids in small hdl_mmol_l","BM00096","BM00096",TRUE,FALSE
"556","BM00096","Total lipids in small HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00096",NA,NA,NA,NA,NA,"total lipids in small hdl_mmol_l","BM00096","BM00096",TRUE,FALSE
"557","BM00096","Total lipids in small HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00096",NA,NA,NA,NA,NA,"total lipids in small hdl_mmol_l","BM00096","BM00096",TRUE,FALSE
"558","BM00096","Total lipids in small HDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00096",NA,NA,NA,NA,NA,"total lipids in small hdl_mmol_l__s5","BM00096","BM00096",TRUE,FALSE
"559","BM00097","[W1 Finland NMR Metabolomics] Phospholipids in small HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00097",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_phospholipids in small hdl_mmol_l","BM00097","BM00097",TRUE,FALSE
"560","BM00097","Phospholipids in small HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00097",NA,NA,NA,NA,NA,"phospholipids in small hdl_mmol_l","BM00097","BM00097",TRUE,FALSE
"561","BM00097","Phospholipids in small HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00097",NA,NA,NA,NA,NA,"phospholipids in small hdl_mmol_l","BM00097","BM00097",TRUE,FALSE
"562","BM00097","Phospholipids in small HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00097",NA,NA,NA,NA,NA,"phospholipids in small hdl_mmol_l","BM00097","BM00097",TRUE,FALSE
"563","BM00097","Phospholipids in small HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00097",NA,NA,NA,NA,NA,"phospholipids in small hdl_mmol_l","BM00097","BM00097",TRUE,FALSE
"564","BM00097","Phospholipids in small HDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00097",NA,NA,NA,NA,NA,"phospholipids in small hdl_mmol_l__s5","BM00097","BM00097",TRUE,FALSE
"565","BM00098","[W1 Finland NMR Metabolomics] Total cholesterol in small HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00098",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_total cholesterol in small hdl_mmol_l","BM00098","BM00098",TRUE,FALSE
"566","BM00098","Total cholesterol in small HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00098",NA,NA,NA,NA,NA,"total cholesterol in small hdl_mmol_l","BM00098","BM00098",TRUE,FALSE
"567","BM00098","Total cholesterol in small HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00098",NA,NA,NA,NA,NA,"total cholesterol in small hdl_mmol_l","BM00098","BM00098",TRUE,FALSE
"568","BM00098","Total cholesterol in small HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00098",NA,NA,NA,NA,NA,"total cholesterol in small hdl_mmol_l","BM00098","BM00098",TRUE,FALSE
"569","BM00098","Total cholesterol in small HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00098",NA,NA,NA,NA,NA,"total cholesterol in small hdl_mmol_l","BM00098","BM00098",TRUE,FALSE
"570","BM00098","Total cholesterol in small HDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00098",NA,NA,NA,NA,NA,"total cholesterol in small hdl_mmol_l__s5","BM00098","BM00098",TRUE,FALSE
"571","BM00099","[W1 Finland NMR Metabolomics] Cholesterol esters in small HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00099",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_cholesterol esters in small hdl_mmol_l","BM00099","BM00099",TRUE,FALSE
"572","BM00099","Cholesterol esters in small HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00099",NA,NA,NA,NA,NA,"cholesterol esters in small hdl_mmol_l","BM00099","BM00099",TRUE,FALSE
"573","BM00099","Cholesterol esters in small HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00099",NA,NA,NA,NA,NA,"cholesterol esters in small hdl_mmol_l","BM00099","BM00099",TRUE,FALSE
"574","BM00099","Cholesterol esters in small HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00099",NA,NA,NA,NA,NA,"cholesterol esters in small hdl_mmol_l","BM00099","BM00099",TRUE,FALSE
"575","BM00099","Cholesterol esters in small HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00099",NA,NA,NA,NA,NA,"cholesterol esters in small hdl_mmol_l","BM00099","BM00099",TRUE,FALSE
"576","BM00099","Cholesterol esters in small HDL (mmol/L) (s5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00099",NA,NA,NA,NA,NA,"cholesterol esters in small hdl_mmol_l__s5","BM00099","BM00099",TRUE,FALSE
"577","BM00100","[W1 Finland NMR Metabolomics] Free cholesterol in small HDL (mmol/l)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM00100",NA,NA,NA,NA,NA,"w1 finland nmr metabolomics_free cholesterol in small hdl_mmol_l","BM00100","BM00100",TRUE,FALSE
